method,windows,days,plan_kwh,emergency_kwh,plan_cost,emergency_cost,total_cost,paid_grid_spill_kwh,pv_spill_kwh,charge_kwh,discharge_kwh,inventory_adjusted_cost,total_window_start_energy,total_window_end_energy,emergency_slots,milp_days,max_plan_audit
blend_a000,6,84,5508709.05807228,8447.77389010569,3597406.41804093,57249.73217092976,3654656.1502118595,343240.35245326394,390106.15910584596,1559873.0270618822,1263314.558441939,3654397.040122495,13422.882924933336,13625.764567361915,62,17,2.595470505184494e-10
blend_a025,6,84,5509964.473987775,8806.999857774255,3593730.244999053,57081.78073985961,3650812.0257389126,344083.31612790766,390440.98708769435,1562867.9373341615,1265872.6184875472,3650653.5954219587,13422.882924933336,13478.894872848687,68,17,1.1118572729174048e-10
blend_a050,6,84,5510872.165271714,8510.399804619963,3592230.990997375,53881.98415539976,3646112.975152775,342910.3792776931,391537.54427725927,1566486.2051838187,1268803.4154457694,3645954.544835821,13422.882924933336,13478.894872848687,67,17,5.900346877751872e-11
blend_a075,6,84,5507755.574144714,8443.68650700092,3590971.498758195,53709.32761838812,3644680.826376583,341060.8591275861,392639.57166331925,1553445.472512403,1258198.4944349276,3644492.272826658,13422.882924933336,13525.481036176727,66,17,7.747126397185235e-11
blend_a100,6,84,5504029.240799884,8309.559750827588,3589189.320321145,52901.548570757026,3642090.868891902,336617.53485253855,393496.682785077,1551799.5364732002,1256826.805343437,3641876.4790901365,13422.882924933336,13568.237591439161,66,17,7.747126397185235e-11
mean7,6,84,5501757.717897026,8441.098323659964,3590174.9085823796,53683.82967708323,3643858.738259463,334242.99449855735,394359.8254715954,1548415.8848229393,1254071.740355739,3643634.07533292,13422.882924933336,13584.134425868791,67,17,8.736833478906192e-11
rolling_cost_selector,6,84,5505827.868527099,8365.774938190445,3589852.2469364684,53277.636248828756,3643129.883185297,339022.2667784386,392932.74198799767,1552296.6955915566,1257309.912676037,3642971.4528683424,13422.882924933336,13478.894872848687,64,17,1.1118572729174048e-10
rolling_mae_selector,6,84,5508296.848172283,8379.98561276949,3591160.2925418103,53347.983687334025,3644508.2762291445,341402.48965168843,392605.4715165632,1554561.1056860234,1259144.0848525553,3644349.84591219,13422.882924933336,13478.894872848687,67,17,5.6009715384182826e-11
oracle_alpha_daily,6,84,5503748.304511515,7691.950306005681,3587288.463169925,49364.651323756894,3636653.1144936816,338244.86877247505,390696.89506888535,1552925.041921674,1257678.4027288465,3636387.402680682,13422.882924933336,13634.973177943924,63,17,5.6009715384182826e-11
