method,window,period,date,selected_alpha,selector_score_type,e_start,e_end,plan_kwh,emergency_kwh,plan_cost,emergency_cost,total_cost,paid_grid_spill_kwh,pv_spill_kwh,charge_kwh,discharge_kwh,inventory_adjusted_day_cost,emergency_slots,solver,solve_seconds,max_plan_audit,plan_mutual_count
blend_a000,dev_march,development,2025-03-07,0.0,none,1607.6682326867735,1799.9208019068776,34105.28322439623,0.0,14008.337912463983,0.0,14008.337912463983,531.8709466337457,9508.771124961786,15628.04372194356,12485.688102476191,13903.05055261488,0,MILP,0.11014220002107322,1.6484591469634324e-12,0
blend_a000,dev_march,development,2025-03-08,0.0,none,1799.9208019068776,1746.895154250794,32969.960558318635,0.0,13541.247898128067,0.0,13541.247898128067,563.4289694779532,10443.300079954146,15514.816184791298,12614.724192571426,13569.75113906397,0,MILP,0.08272790000773966,1.8189894035458565e-12,0
blend_a000,dev_march,development,2025-03-09,0.0,none,1746.895154250794,1497.0878818254,76750.47358346674,0.0,48657.964996066505,0.0,48657.964996066505,7712.446859951786,2236.0208166666666,19438.460010690185,15969.979153841905,48834.18607186491,0,LP,0.004478999995626509,9.094947017729282e-13,0
blend_a000,dev_march,development,2025-03-10,0.0,none,1497.0878818254,1447.0377217671992,75521.66717870542,0.0,49316.9414253954,0.0,49316.9414253954,3105.2445878812405,360.69671666666625,21361.576674788947,17347.92225063143,49353.08796380294,0,LP,0.004250099998898804,6.821210263296962e-13,0
blend_a000,dev_march,development,2025-03-11,0.0,none,1447.0377217671992,1662.895132055023,75262.66522095354,0.0,48203.483376119584,0.0,48203.483376119584,5802.47982500058,1440.661016666667,20454.389000143445,16373.783420857146,48050.12666951531,0,LP,0.004378200013889,7.736034035588091e-13,0
blend_a000,dev_march,development,2025-03-12,0.0,none,1662.895132055023,1466.3308394402127,74693.54267349676,0.0,47034.04083337411,0.0,47034.04083337411,6507.771753599041,2172.9285666666665,19759.029122373908,16181.721452476191,47172.058697138964,0,LP,0.004363799991551787,9.094947017729282e-13,0
blend_a000,dev_march,development,2025-03-13,0.0,none,1466.3308394402127,1411.4148678222232,73995.93129645854,73.52254619047426,47548.45323696022,465.8430567662733,48014.29629372649,2437.0919926325582,0.0,21769.306356873603,17682.562523523808,48053.8178769557,2,LP,0.004939300008118153,1.0231815394945443e-12,0
blend_a000,dev_march,development,2025-03-14,0.0,none,1411.4148678222232,1920.35807457037,32440.35028776249,0.0,13068.888752193583,0.0,13068.888752193583,386.3359957801317,12578.228842984125,15727.950418902996,12281.590953238094,12798.004684670395,0,MILP,0.10790929998620413,1.5347723092418164e-12,0
blend_a000,dev_march,development,2025-03-15,0.0,none,1920.35807457037,1370.7079328285708,31490.085345136977,0.0,13187.485332857172,0.0,13187.485332857172,542.0217663809522,7684.6754266843045,14915.516471786006,12576.253469714286,13486.657156756524,0,MILP,0.09063640001113527,3.069544618483633e-12,0
blend_a000,dev_march,development,2025-03-16,0.0,none,1370.7079328285708,1822.317553566139,73654.39127774484,0.0,46140.495111215314,0.0,46140.495111215314,5546.367084458555,488.8266500000001,20324.747112048204,16056.59650209524,45821.47553482218,0,LP,0.004060300008859485,9.094947017729282e-13,0
blend_a000,dev_march,development,2025-03-17,0.0,none,1822.317553566139,1941.2955254317476,72292.89841194473,0.0,44291.79878210785,0.0,44291.79878210785,8171.39584364609,2635.277233333333,18531.65119448912,14903.557292857142,44210.39903595997,0,LP,0.005167199997231364,9.094947017729282e-13,0
blend_a000,dev_march,development,2025-03-18,0.0,none,1941.2955254317476,1796.3681319396808,70198.11963049616,0.0,43415.931037321745,0.0,43415.931037321745,3916.050307040562,1253.98175,21224.020320693704,17321.89111390476,43517.15050284751,0,LP,0.0048611999955028296,9.094947017729282e-13,0
blend_a000,dev_march,development,2025-03-19,0.0,none,1796.3681319396808,1986.1235553100555,70013.77680179071,0.0,43151.856206012206,0.0,43151.856206012206,4492.030850397409,1902.2185999999997,20964.615896631396,16810.558995238094,43020.041770988,0,LP,0.004162900004303083,1.0231815394945443e-12,0
blend_a000,dev_march,development,2025-03-20,0.0,none,1986.1235553100555,1550.5062194888894,69110.50468185419,50.64200556857077,43375.3701444172,334.94622483052706,43710.316369247725,2437.336416600817,1014.3316833333329,20487.22301611052,16986.706245288573,44015.58583549697,1,LP,0.00451890000840649,9.601208716958354e-13,0
blend_a000,dev_april,development,2025-04-17,0.0,none,1618.0719069862432,1945.3748361206358,60586.326353179305,0.0,36046.37008216521,0.0,36046.37008216521,1816.2643498542097,1838.5459606502077,19834.742402389176,15771.568709714284,35826.09827932272,0,LP,0.004649100010283291,9.094947017729282e-13,0
blend_a000,dev_april,development,2025-04-18,0.0,none,1945.3748361206358,2146.0427089597865,26954.930240705464,0.0,10742.513159618442,0.0,10742.513159618442,425.43538914285807,17502.61197581893,13116.655825553202,10443.890133142859,10641.481275253647,0,MILP,0.0667533999949228,1.8189894035458565e-12,0
blend_a000,dev_april,development,2025-04-19,0.0,none,2146.0427089597865,2102.49358338201,26817.021450395066,0.0,10663.355379304434,0.0,10663.355379304434,460.78709580952443,17185.327325582595,12765.378905383895,10379.15112638095,10685.224824750674,0,MILP,0.08487930000410415,5.002220859751105e-12,0
blend_a000,dev_april,development,2025-04-20,0.0,none,2102.49358338201,1969.5795107566153,59747.4441886408,0.0,35529.08940691601,0.0,35529.08940691601,1745.2272619870696,2416.319024331574,19725.135180798352,16096.982161809523,35618.26079367003,0,LP,0.00451739999698475,9.094947017729282e-13,0
blend_a000,dev_april,development,2025-04-21,0.0,none,1969.5795107566153,1477.9647709417982,59458.541821912986,0.0,35032.65098685312,0.0,35032.65098685312,3323.12891760024,4615.290849020582,18135.078619958833,15131.866947999999,35357.39048308913,0,LP,0.00441369999316521,9.094947017729282e-13,0
blend_a000,dev_april,development,2025-04-22,0.0,none,1477.9647709417982,1705.933222255025,59504.85570919106,0.0,35669.2333402151,0.0,35669.2333402151,1367.2054475097,2114.6451166666666,19288.96959034803,15418.893762,35515.15801278941,0,LP,0.003928799997083843,7.602807272633072e-13,0
blend_a000,dev_april,development,2025-04-23,0.0,none,1705.933222255025,1854.0215778994727,59679.406479073485,0.0,36165.28066013353,0.0,36165.28066013353,2269.3696329582617,2345.5203256754867,18585.89622996355,14921.296426190474,36065.59924107169,0,LP,0.004056399979162961,1.0231815394945443e-12,0
blend_a000,dev_april,development,2025-04-24,0.0,none,1854.0215778994727,1815.1178250148155,58569.88284902175,0.0,35028.95903495897,0.0,35028.95903495897,2881.8494467113474,5185.066208582019,18146.704585918866,14733.844092190477,35054.735348618684,0,LP,0.004072999989148229,9.094947017729282e-13,0
blend_a000,dev_april,development,2025-04-25,0.0,none,1815.1178250148155,1757.9912371132332,26130.68592015638,0.0,9921.243356010873,0.0,9921.243356010873,275.16554114285805,21542.94785706643,12440.151584518519,10127.936712571427,9949.042439032011,0,MILP,0.1302326000004541,2.021099337273174e-12,0
blend_a000,dev_april,development,2025-04-26,0.0,none,1757.9912371132332,1528.5528376656105,26058.808989927096,0.0,10141.486427671343,0.0,10141.486427671343,55.844195619047696,23790.702848652552,12360.857220131682,10218.788907809521,10252.54020556498,0,MILP,0.13220439999713562,7.16227077646181e-11,0
blend_a000,dev_april,development,2025-04-27,0.0,none,1528.5528376656105,1485.078089274073,55806.05916888888,421.9215317190496,32769.71795103319,2768.016208842825,35537.73415987602,1395.4226033274592,2472.5914878600825,20134.85631389182,16348.360887804758,35566.44507391581,1,LP,0.007128199998987839,9.094947017729282e-13,0
blend_a000,dev_april,development,2025-04-28,0.0,none,1485.078089274073,1504.9808207925923,55359.6419113933,4712.870446783804,33268.75329225127,29875.89665359737,63144.64994584864,526.7388490487943,0.0,15294.177547868314,12370.371355406669,63130.928069799236,9,LP,0.006012500001816079,8.810729923425242e-13,0
blend_a000,dev_april,development,2025-04-29,0.0,none,1504.9808207925923,1708.2381589777765,57695.52719732746,91.64631719332829,33786.26278987742,606.5153271854466,34392.77811706287,2280.3068751122846,4399.810942798355,18373.212503035862,14699.370523092384,34259.16804912937,1,LP,0.007046500017168,9.094947017729282e-13,0
blend_a000,dev_april,development,2025-04-30,0.0,none,1708.2381589777765,1574.2241074687856,57021.52832893709,0.0,33466.00117081689,0.0,33466.00117081689,2684.427912333919,2737.51952542975,18228.100548411523,14885.374090571428,33553.98114435619,0,LP,0.007739299995591864,8.86402062860725e-13,0
blend_a000,val_june,validation,2025-06-08,0.0,none,1781.3549957153423,2091.7393678433887,87212.15475059376,19.011776857142877,59417.901733807645,131.58670150204773,59549.48843530969,17048.347067354498,1625.3386999999998,16280.060834286889,12907.503340857142,59326.82761029573,3,LP,0.006816400011302903,9.094947017729282e-13,0
blend_a000,val_june,validation,2025-06-09,0.0,none,2091.7393678433887,2138.257540046561,85600.55768052791,26.182083523809524,59853.91208420841,184.1079778854762,60038.020062093885,9990.273379124048,964.5978262504459,19459.41826505819,15720.262439714284,60003.72078910946,2,LP,0.006458499992731959,7.958078640513122e-13,0
