method,window,period,date,selected_alpha,selector_score_type,e_start,e_end,plan_kwh,emergency_kwh,plan_cost,emergency_cost,total_cost,paid_grid_spill_kwh,pv_spill_kwh,charge_kwh,discharge_kwh,inventory_adjusted_day_cost,emergency_slots,solver,solve_seconds,max_plan_audit,plan_mutual_count
blend_a050,dev_april,development,2025-04-25,0.5,none,1815.1178250148155,1757.9912371132332,26130.68592015638,0.0,9948.736726083931,0.0,9948.736726083931,277.03426780952486,21542.201724992356,12434.243191925925,10123.150914571426,9976.53580910507,0,MILP,0.13739950000308454,1.8417267710901797e-11,0
blend_a050,dev_april,development,2025-04-26,0.5,none,1757.9912371132332,1528.5528376656105,26058.808989927096,0.0,10085.15309433801,0.0,10085.15309433801,62.003718952381064,23784.54332531922,12360.85722013168,10218.788907809521,10196.206872231645,0,MILP,0.15968370001064613,3.069544618483633e-12,0
blend_a050,dev_april,development,2025-04-27,0.5,none,1528.5528376656105,1485.078089274073,55806.05916888888,421.9215317190496,32733.95893552133,2768.016208842825,35501.97514436415,1473.0636345714297,2394.9504566161063,20134.856313891825,16348.360887804758,35530.686058403946,1,LP,0.008440200006589293,9.094947017729282e-13,0
blend_a050,dev_april,development,2025-04-28,0.5,none,1485.078089274073,1504.9808207925923,55359.6419113933,4437.198547806659,33334.158436671205,27829.98038465424,61164.13882132545,179.7681938095236,0.0,15669.434159774251,12674.329211050479,61150.41694527604,11,LP,0.007300500001292676,8.810729923425242e-13,0
blend_a050,dev_april,development,2025-04-29,0.5,none,1504.9808207925923,1708.2381589777765,57695.52719732746,91.64631719332829,33827.85631361436,606.5153271854466,34434.3716407998,1927.8197484209295,4751.71615,18376.27523719224,14701.85133775905,34300.76157286629,1,LP,0.0060717999876942486,9.094947017729282e-13,0
blend_a050,dev_april,development,2025-04-30,0.5,none,1708.2381589777765,1574.2241074687856,57021.52832893709,0.0,33511.609919306844,0.0,33511.609919306844,2107.203209269842,3321.3038602716024,18193.576170633747,14857.409344571428,33599.58989284615,0,LP,0.006582000001799315,8.86402062860725e-13,0
blend_a050,val_june,validation,2025-06-08,0.5,none,1781.3549957153423,2091.7393678433887,87212.15475059376,19.011776857142877,59483.74378681913,131.58670150204773,59615.330488321175,17077.365602553797,1625.3386999999998,16127.33170165902,12783.79274342857,59392.66966330721,3,LP,0.006822399998782203,9.094947017729282e-13,0
blend_a050,val_june,validation,2025-06-09,0.5,none,2091.7393678433887,2138.257540046561,85600.55768052791,26.182083523809524,59569.967163839974,184.1079778854762,59754.07514172544,9988.883467980018,964.5978262504459,19466.733586868886,15726.187850380951,59719.77586874102,2,LP,0.005561800004215911,7.958078640513122e-13,0
blend_a050,val_june,validation,2025-06-10,0.5,none,2138.257540046561,2282.374572296297,86109.13882866432,0.0,59656.48395009073,0.0,59656.48395009073,10113.75741792358,458.2999333333329,19941.746921312166,16023.109677238093,59550.53829544153,0,LP,0.0064138000016100705,9.094947017729282e-13,0
blend_a050,val_june,validation,2025-06-11,0.5,none,2282.374572296297,2422.400642355555,86739.14585020929,2.011921428571327,60332.96351427707,13.950663185713582,60346.914177462786,6118.4519300540915,0.0,23222.295062440913,18684.035537523807,60242.1009008228,1,LP,0.005806700006360188,8.526512829121202e-13,0
blend_a050,val_june,validation,2025-06-12,0.5,none,2422.400642355555,2566.014159001058,87550.81384353674,0.0,61114.96247206411,0.0,61114.96247206411,10752.68978775309,448.5068666666666,19831.439951593176,15934.214195809522,61008.71934665251,0,LP,0.005845199979376048,9.094947017729282e-13,0
blend_a050,val_june,validation,2025-06-13,0.5,none,2566.014159001058,2575.636351815873,39993.47707032922,0.0,20218.07503385515,0.0,20218.07503385515,1688.8545744209307,7530.468017149913,12737.793711710761,10308.952932952381,20212.532398211257,0,LP,0.0067229999986011535,8.526512829121202e-13,0
blend_a050,val_june,validation,2025-06-14,0.5,none,2575.636351815873,2621.9770834973533,40172.09122567902,0.0,20747.645555377014,0.0,20747.645555377014,1747.4480426666692,9870.128034513817,12207.714420974724,9846.54202247619,20721.083945828865,0,LP,0.006393599993316457,9.094947017729282e-13,0
blend_a050,val_june,validation,2025-06-15,0.5,none,2621.9770834973533,3274.0756011640237,88525.13867581422,0.0,61709.71963215288,0.0,61709.71963215288,13373.244981155796,298.84709999999995,19153.597870658432,14927.525609333334,61229.74618627849,0,LP,0.005420100002083927,8.526512829121202e-13,0
blend_a050,val_june,validation,2025-06-16,0.5,none,3274.0756011640237,3108.256751350266,87207.73908803998,0.0,61577.71335284741,0.0,61577.71335284741,10826.802665046449,134.01041666666652,19484.790286803054,15931.917097142856,61700.571440504296,0,LP,0.005540599988307804,9.663381206337363e-13,0
blend_a050,val_june,validation,2025-06-17,0.5,none,3108.256751350266,2638.249502263491,86506.13111711698,3.081040857142966,60629.02581118693,21.046590095143603,60650.07240128207,8516.684512146976,129.21961222339388,19206.859690079946,15980.562873142855,61000.58676988821,1,LP,0.006886199989821762,9.094947017729282e-13,0
blend_a050,val_june,validation,2025-06-18,0.5,none,2638.249502263491,2937.999764022223,87211.36388651616,0.0,61081.65045124836,0.0,61081.65045124836,12576.247313743686,88.67290000000003,17622.513353629627,14004.460580857141,60860.42126930864,0,LP,0.005316199996741489,9.094947017729282e-13,0
blend_a050,val_june,validation,2025-06-19,0.5,none,2937.999764022223,2684.164723368255,85191.5403563598,48.66240171428569,58587.48474966149,334.32397563485705,58921.808725296345,12160.792332710178,1556.9697499999997,18375.726378697233,15112.78990333333,59106.37710140976,2,LP,0.005308100022375584,9.094947017729282e-13,0
blend_a050,val_june,validation,2025-06-20,0.5,none,2684.164723368255,2884.6010395206395,36665.507066768965,0.0,18795.264193889896,0.0,18795.264193889896,1407.5243536190487,10477.99097560494,11573.780015830687,9194.36912828571,18683.184966259993,0,LP,0.006596499995794147,9.094947017729282e-13,0
blend_a050,val_june,validation,2025-06-21,0.5,none,2884.6010395206395,3117.437340286773,35252.93467776476,0.0,18137.806418608307,0.0,18137.806418608307,1836.381907809525,11549.452755479133,12225.299704139916,9692.94008966381,18010.07868148359,0,MILP,0.21206429999438114,1.6086687537608668e-11,0
blend_a050,val_august,validation,2025-08-18,0.5,none,2178.160729337569,2134.924192117462,72595.1701757037,102.00601809523812,53071.40994172971,860.0659960050001,53931.475937734715,2429.5606502833693,2044.6419833333339,20356.688563229858,16527.830619714285,53964.4569845089,4,LP,0.006518599984701723,8.668621376273222e-13,0
blend_a050,val_august,validation,2025-08-19,0.5,none,2134.924192117462,1852.4128791502637,72476.0952575191,115.82866466666655,52888.11747832676,987.5119954816656,53875.629473808425,1900.0480013474414,3056.2459381704884,18801.211128096413,15483.24119542857,54089.949265469026,4,LP,0.006090100010624155,8.526512829121202e-13,0
blend_a050,val_august,validation,2025-08-20,0.5,none,1852.4128791502637,1630.2109173555552,73022.4922076414,1790.5286623771253,53853.196018402436,11425.949291498082,65279.145309900516,425.9359263809524,0.0,20717.766539927106,16981.372662956204,65452.39923478883,11,LP,0.008684800006449223,8.810729923425242e-13,0
blend_a050,val_august,validation,2025-08-21,0.5,none,1630.2109173555552,1854.9618214603195,74292.70105648441,0.0,53874.807824545715,0.0,53874.807824545715,2788.276403763663,1838.26615,19049.81160891123,15228.07158952381,53703.43835049076,0,LP,0.010065699985716492,9.094947017729282e-13,0
blend_a050,val_august,validation,2025-08-22,0.5,none,1854.9618214603195,1486.6533281999998,40303.6915216214,33.57257334380747,22753.53895935771,68.55519476805485,22822.094154125763,84.03061076190511,16799.1153881164,13447.507052743093,11223.95835665619,23041.025469846412,1,MILP,0.14420060001430102,1.0231815394945443e-12,0
blend_a050,val_august,validation,2025-08-23,0.5,none,1486.6533281999998,1916.1332087280416,40956.32355367901,0.0,22717.481986986102,0.0,22717.481986986102,435.34812995532053,15031.781901650791,13540.291997882425,10581.104625809523,22462.681505591052,0,MILP,0.13009819999570027,3.3026026358129457e-11,0
blend_a050,val_august,validation,2025-08-24,0.5,none,1916.1332087280416,2100.0782866380923,76246.48264255248,0.0,54880.0607335311,0.0,54880.0607335311,4555.729334720753,3961.3699964362127,20159.175041805996,16163.381213743813,54740.8291401251,0,LP,0.008218700008001179,7.958078640513122e-13,0
blend_a050,val_august,validation,2025-08-25,0.5,none,2100.0782866380923,1707.2043083703695,76238.42168992877,194.44487727809246,55426.07072577872,1651.7392593657878,57077.80998514451,1449.7363358013013,671.1679166666668,20486.641465858895,16947.76616778666,57381.949937773155,3,LP,0.006262499984586611,9.094947017729282e-13,0
blend_a050,val_august,validation,2025-08-26,0.5,none,1707.2043083703695,2289.724857334393,77810.48083583773,0.0,55649.13798929651,0.0,55649.13798929651,5542.204490238676,2352.9642563786024,20327.5011148395,15941.00740895238,55206.43620694689,0,LP,0.0061163000063970685,9.094947017729282e-13,0
blend_a050,val_august,validation,2025-08-27,0.5,none,2289.724857334393,1885.1668969915347,76984.80180751321,16.225255619048085,55332.618316871565,134.3372614190515,55466.95557829062,3515.2153693345085,2047.9594448559667,20462.1344557037,16938.431073428572,55777.6758140345,2,LP,0.005562800011830404,7.673861546209082e-13,0
blend_a050,val_august,validation,2025-08-28,0.5,none,1885.1668969915347,1928.8909241407414,76559.0725681693,46.880709523809514,55506.89198342597,388.3171611380952,55895.20914456407,1688.141300175194,0.0,21635.080893422688,17485.063899238092,55861.22882557244,3,LP,0.007324099977267906,8.242295734817162e-13,0
blend_a050,val_august,validation,2025-08-29,0.5,none,1928.8909241407414,1784.4022373777775,41237.63937088066,0.0,23118.2266001216,0.0,23118.2266001216,935.0406792380963,15194.943568605528,14118.287321703701,11565.852548666666,23204.639052599912,0,MILP,0.1373316000099294,4.263256414560601e-12,0
blend_a050,val_august,validation,2025-08-30,0.5,none,1784.4022373777775,1574.0628858211644,41491.97943642681,0.0,23506.784943364593,0.0,23506.784943364593,775.7798762622007,19900.662349457965,13116.435756706642,10813.618379333333,23630.716100529182,0,MILP,0.1351626999967266,3.979039320256561e-12,0
blend_a050,val_august,validation,2025-08-31,0.5,none,1574.0628858211644,2395.7523527111116,78414.74288740623,26.50513619047615,56037.171318734276,218.3203532838092,56255.491672018085,4539.249831626105,2629.044000000001,20456.897833875366,15830.566725238095,55629.458792536636,3,LP,0.006184800004120916,9.348077867343818e-13,0
blend_a050,eval_september,evaluation,2025-09-10,0.5,none,4786.2408636984155,4596.08880984127,67860.3791468054,968.5033833333317,45658.285573575864,5167.422119424991,50825.707693000855,3864.563686658431,0.0,20102.405483956492,16454.085290476192,50959.50652186696,7,LP,0.007788500020978972,9.094947017729282e-13,0
blend_a050,eval_september,evaluation,2025-09-11,0.5,none,4596.08880984127,4802.587337518519,69292.72779655732,0.0,45674.61664139769,0.0,45674.61664139769,7376.391981236918,4680.02805,18707.227931987065,14967.005949999997,45534.660715525475,0,LP,0.006037400016793981,8.952838470577262e-13,0
blend_a050,eval_september,evaluation,2025-09-12,0.5,none,4802.587337518519,5087.832628037035,35096.85593575714,0.0,17574.300111664375,0.0,17574.300111664375,1114.4127548571428,19762.82313299236,12690.75308653145,10022.789238623809,17426.663745589336,0,MILP,0.11905590002425015,5.900346877751872e-11,0
blend_a050,eval_september,evaluation,2025-09-13,0.5,none,5087.832628037035,5445.944860185186,35157.779945338094,0.0,17558.435328906133,0.0,17558.435328906133,725.114016449148,23653.009371646087,12896.074026190478,10123.51895228095,17375.84665948206,0,MILP,0.08434709999710321,1.6370904631912708e-11,0
blend_a050,eval_september,evaluation,2025-09-14,0.5,none,5445.944860185186,4487.227906111115,68054.8780643198,0.0,45888.007372400956,0.0,45888.007372400956,5239.808548095233,146.7241269077006,18062.452094650205,15493.431455333332,46557.49440138329,0,LP,0.008082000014837831,1.0231815394945443e-12,0
blend_a050,eval_september,evaluation,2025-09-15,0.5,none,4487.227906111115,3986.774659746033,67434.65243069135,0.0,44667.422613766474,0.0,44667.422613766474,5790.846565650792,3405.924111568486,19059.25811509112,15888.40699495238,45010.51021351173,0,LP,0.0063769999833311886,7.105427357601002e-13,0
blend_a050,eval_september,evaluation,2025-09-16,0.5,none,3986.774659746033,3583.5142666084644,67472.52043429276,0.0,45284.68230822831,0.0,45284.68230822831,3415.0455584303354,1430.3384217530897,18412.109603156958,15276.74313238095,45567.025828596816,0,LP,0.007228699978441,7.673861546209082e-13,0
blend_a050,eval_september,evaluation,2025-09-17,0.5,none,3583.5142666084644,3671.113625460318,68723.97640009523,7.62916666666672,45812.54940670499,38.19542291666694,45850.74482962165,4892.94958391299,0.0,19998.41136780129,16119.87378495238,45789.40343333524,1,LP,0.006355799996526912,9.094947017729282e-13,0
blend_a050,eval_september,evaluation,2025-09-18,0.5,none,3671.113625460318,3584.4259127671953,68750.67448494297,0.0,45146.941483002425,0.0,45146.941483002425,4740.743438859495,1438.4827399271005,19439.0322679659,15823.635078476189,45207.00246876383,0,LP,0.006833100022049621,9.094947017729282e-13,0
blend_a050,eval_september,evaluation,2025-09-19,0.5,none,3584.4259127671953,4492.430577862434,35408.8122466549,0.0,17365.12972210307,0.0,17365.12972210307,686.3350929276894,15162.060328636091,13904.527946519696,10445.463438095238,16880.321628783346,0,MILP,0.10994900000514463,2.362159850438022e-12,0
blend_a050,eval_september,evaluation,2025-09-20,0.5,none,4492.430577862434,4611.037253275134,34567.74831505585,0.0,16718.044403774766,0.0,16718.044403774766,643.1293042857156,15593.405164015287,13573.863713421515,10888.083599999998,16655.33527538394,0,MILP,0.08428359997924417,8.526512829121202e-13,0
blend_a050,eval_september,evaluation,2025-09-21,0.5,none,4611.037253275134,3822.106488999998,70831.18943953203,0.0,47703.37653661233,0.0,47703.37653661233,6664.572512959434,3430.7977519188707,16622.996732463256,14174.66504114286,48252.83870827149,0,LP,0.006819100002758205,9.094947017729282e-13,0
blend_a050,eval_september,evaluation,2025-09-22,0.5,none,3822.106488999998,2889.0253054285704,68842.22145939565,0.0,46061.380122333976,0.0,46061.380122333976,3110.5356087042933,2524.7006999999994,18067.04385564374,15474.078588285716,46718.22203833334,0,LP,0.00605090000317432,8.881784197001252e-13,0
blend_a050,eval_september,evaluation,2025-09-23,0.5,none,2889.0253054285704,2974.0764144920645,70776.06237700881,6.375,46607.10075875799,44.0799375,46651.18069625799,2971.4492344009363,1785.7420661846013,20168.865762804235,16260.235269714285,46591.34070272781,1,LP,0.006921199994394556,9.094947017729282e-13,0
blend_a050,eval_december,evaluation,2025-12-08,0.5,none,1451.3861965089911,1823.0339727153448,97047.73554554262,0.0,73516.67979460902,0.0,73516.67979460902,4299.106630205762,0.0,24036.498947813052,19135.081149142858,73212.79688023697,0,LP,0.005445599992526695,9.663381206337363e-13,0
blend_a050,eval_december,evaluation,2025-12-09,0.5,none,1823.0339727153448,1681.167125725927,97025.4308092275,28.02018466666675,72750.44712433011,207.1730520160006,72957.6201763461,5191.654512493824,0.0,24215.90724749559,19742.565032761908,73073.26994134509,2,LP,0.0055930000089574605,9.094947017729282e-13,0
blend_a050,eval_december,evaluation,2025-12-10,0.5,none,1681.167125725927,1640.7699979100528,97156.0579509171,0.0,73839.20563663465,0.0,73839.20563663465,4358.217459241618,0.0,23403.049684437392,18992.827659428574,73872.51481064498,0,LP,0.005828199995448813,9.094947017729282e-13,0
blend_a050,eval_december,evaluation,2025-12-11,0.5,none,1640.7699979100528,1849.5066304476222,97611.2482016355,0.0,72643.76551119743,0.0,72643.76551119743,7016.794208953555,0.0,23396.50696525338,18763.307672571427,72475.13331740891,0,LP,0.005441400018753484,9.094947017729282e-13,0
blend_a050,eval_december,evaluation,2025-12-12,0.5,none,1849.5066304476222,1922.1565517195847,50946.63655140623,0.0,23510.792757922427,0.0,23510.792757922427,2015.8044465467433,1328.8133463915274,20116.949189420335,16229.343914285711,23463.468462987268,0,LP,0.006521400006022304,1.0231815394945443e-12,0
blend_a050,eval_december,evaluation,2025-12-13,0.5,none,1922.1565517195847,2001.8885422253966,51821.586006790116,0.0,24298.987616613485,0.0,24298.987616613485,2989.1660065655537,1132.38245,20156.554607557897,16255.050440666666,24246.625475651075,0,LP,0.006142400001408532,7.958078640513122e-13,0
blend_a050,eval_december,evaluation,2025-12-14,0.5,none,2001.8885422253966,1739.627803660316,98139.69736302528,0.0,75037.4084002816,0.0,75037.4084002816,5075.018007467377,0.0,23799.959054034087,19514.00149847619,75254.73436737871,0,LP,0.005173700017621741,6.821210263296962e-13,0
blend_a050,eval_december,evaluation,2025-12-15,0.5,none,1739.627803660316,1911.330116133336,100030.52489955556,0.0,76580.89838342527,0.0,76580.89838342527,5873.813679292181,0.0,23855.900907215757,19168.747653619044,76439.58802414365,0,LP,0.005251499998848885,9.094947017729282e-13,0
blend_a050,eval_december,evaluation,2025-12-16,0.5,none,1911.330116133336,1830.002305755558,99841.253099485,0.0,75935.36348302191,0.0,75935.36348302191,6026.188745876542,0.0,23527.20026113227,19130.227240857144,76002.03785184535,0,LP,0.005633399996440858,9.094947017729282e-13,0
blend_a050,eval_december,evaluation,2025-12-17,0.5,none,1830.002305755558,1875.848881186245,99460.17511320516,0.0,75818.66370592217,0.0,75818.66370592217,6833.953412580833,0.0,23121.645874052905,18687.271240095237,75781.16447378836,0,LP,0.005888200015760958,1.0231815394945443e-12,0
blend_a050,eval_december,evaluation,2025-12-18,0.5,none,1875.848881186245,1865.7872980433888,98902.3976058154,0.0,74698.13075255773,0.0,74698.13075255773,7022.726933539086,0.0,23802.416475990598,19289.012770380952,74706.36646020765,0,LP,0.004923700005747378,9.094947017729282e-13,0
blend_a050,eval_december,evaluation,2025-12-19,0.5,none,1865.7872980433888,1694.2762466719578,52224.09750531099,0.0,24140.078885959912,0.0,24140.078885959912,3934.652207141686,1810.65698271605,19603.984008881827,16033.58699342857,24252.004425419138,0,LP,0.006712600006721914,1.0231815394945443e-12,0
blend_a050,eval_december,evaluation,2025-12-20,0.5,none,1694.2762466719578,1872.7814958687843,52488.170953038214,0.0,24138.258814308785,0.0,24138.258814308785,3795.8309026360967,1821.318116666667,20284.289260306876,16269.619576571426,24022.75275331631,0,LP,0.006080899998778477,9.094947017729282e-13,0
blend_a050,eval_december,evaluation,2025-12-21,0.5,none,1872.7814958687843,1866.898438401062,98124.13097516519,0.0,74295.74434393477,0.0,74295.74434393477,4554.0978678306865,0.0,23881.8210125726,19349.56977190476,74300.56297246103,0,LP,0.005754500016337261,9.094947017729282e-13,0
blend_a075,dev_march,development,2025-03-07,0.75,none,1607.6682326867735,1799.9208019068776,34105.28322439623,0.0,14072.150313669987,0.0,14072.150313669987,569.2408666337454,9471.401204961785,15628.04372194356,12485.68810247619,13966.862953820884,0,MILP,0.0587709000101313,1.6484591469634324e-12,0
blend_a075,dev_march,development,2025-03-08,0.75,none,1799.9208019068776,1746.8951542507957,32969.96055831864,0.0,13568.518769028096,0.0,13568.518769028096,509.3328688112868,10500.46662127925,15498.65597079953,12601.634419238093,13597.022009963997,0,MILP,0.1704260999977123,1.4210854715202004e-12,0
blend_a075,dev_march,development,2025-03-09,0.75,none,1746.8951542507957,1514.0839398148178,76853.46540378247,0.0,48710.60099052783,0.0,48710.60099052783,7889.832571111106,2010.2680252239838,20154.57816020929,16534.738402761905,48874.83256900638,0,LP,0.006520900002215058,9.094947017729282e-13,0
blend_a075,dev_march,development,2025-03-10,0.75,none,1514.0839398148178,1443.1744087005316,75502.78266982829,0.0,49320.48548063155,0.0,49320.48548063155,3098.6149585396743,360.69671666666625,21395.88485592005,17394.485311298096,49371.696787186855,0,LP,0.005873899994185194,6.821210263296962e-13,0
blend_a075,dev_march,development,2025-03-11,0.75,none,1443.1744087005316,1656.032753573542,75266.95779102761,0.0,48255.815786965155,0.0,48255.815786965155,5801.285025247494,1440.661016666667,20497.47599330394,16411.38304419048,48104.58977763133,0,LP,0.008057799976086244,7.736034035588091e-13,0
blend_a075,dev_march,development,2025-03-12,0.75,none,1656.032753573542,1466.3308394402127,74730.3125793392,0.0,47035.54283101602,0.0,47035.54283101602,6599.813781018212,2094.2528477954097,19849.699946906538,16248.988679714288,47168.74226715213,0,LP,0.006265899981372058,9.094947017729282e-13,0
blend_a075,dev_march,development,2025-03-13,0.75,none,1466.3308394402127,1411.4148678222232,74100.06208749794,73.52254619047585,47499.39150836105,465.84305676628355,47965.23456512733,2456.9858738929947,0.0,22212.658513604943,18041.67777047619,48004.75614835654,2,LP,0.005787500005681068,1.0231815394945443e-12,0
blend_a075,dev_march,development,2025-03-14,0.75,none,1411.4148678222232,1920.35807457037,32440.350287762492,0.0,13099.816045592132,0.0,13099.816045592132,354.03202311346274,12614.12285470429,15709.055476516165,12266.28604990476,12828.931978068944,0,MILP,0.16338730001007207,2.021099337273174e-12,0
blend_a075,dev_march,development,2025-03-15,0.75,none,1920.35807457037,1370.7079328285708,31490.085345136977,0.0,13143.475720725217,0.0,13143.475720725217,567.2663150476187,7658.856167737804,14918.541262732508,12578.703550380951,13442.64754462457,0,MILP,0.15084570000180975,6.821210263296962e-13,0
blend_a075,dev_march,development,2025-03-16,0.75,none,1370.7079328285708,1822.3175535661371,73812.72461107819,0.0,46159.44198096457,0.0,46159.44198096457,5551.138714567903,488.8266500000001,21132.966602700762,16711.25428952381,45840.422404571436,0,LP,0.006150800007162616,6.821210263296962e-13,0
blend_a075,dev_march,development,2025-03-17,0.75,none,1822.3175535661371,1941.2955254317494,72355.18249959906,0.0,44212.50468711554,0.0,44212.50468711554,8169.702071366256,2635.277233333333,18868.376773089945,15176.305011523807,44131.10494096766,0,LP,0.006532200000947341,1.0231815394945443e-12,0
blend_a075,dev_march,development,2025-03-18,0.75,none,1941.2955254317494,1796.3681319396835,70198.11963049616,0.0,43490.91931965178,0.0,43490.91931965178,3916.0503070405634,1253.98175,21224.0203206937,17321.89111390476,43592.13878517754,0,LP,0.007830999995348975,9.094947017729282e-13,0
blend_a075,dev_march,development,2025-03-19,0.75,none,1796.3681319396835,1986.1235553100541,70013.77680179071,0.0,42961.24789607466,0.0,42961.24789607466,4479.174655681357,1902.2185999999997,21032.280079347445,16865.366983238095,42829.43346105045,0,LP,0.006614699988858774,8.952838470577262e-13,0
blend_a075,dev_march,development,2025-03-20,0.75,none,1986.1235553100541,1550.5062194888894,69110.50468185419,45.43508520856881,43325.72357061823,300.5076535694741,43626.23122418771,2436.8978742386803,1014.3316833333329,20462.126289805994,16966.377896981907,43931.50069043695,1,LP,0.0071007999940775335,9.601208716958354e-13,0
blend_a075,dev_april,development,2025-04-17,0.75,none,1618.0719069862432,1945.3748361206358,60737.177014785426,0.0,36103.37420186208,0.0,36103.37420186208,1909.9157752745514,1752.042219107586,20591.073864117574,16384.197193714284,35883.1023990196,0,LP,0.0067048000055365264,9.094947017729282e-13,0
blend_a075,dev_april,development,2025-04-18,0.75,none,1945.3748361206358,2146.0427089597865,26954.930240705467,0.0,10666.887103801819,0.0,10666.887103801819,432.5333284761913,17492.553124650207,13132.23957205526,10456.512967809524,10565.855219437024,0,MILP,0.11333120000199415,1.8189894035458565e-12,0
blend_a075,dev_april,development,2025-04-19,0.75,none,2146.0427089597865,2102.49358338201,26817.021450395066,0.0,10644.189084501631,0.0,10644.189084501631,502.6140351428577,17138.474211944736,12791.83245435509,10400.578501047616,10666.058529947872,0,MILP,0.112186299986206,7.747126397185235e-11,0
blend_a075,dev_april,development,2025-04-20,0.75,none,2102.49358338201,1969.5795107566153,59893.794656773665,0.0,35564.1975278634,0.0,35564.1975278634,1916.2210060376285,2248.6708425925954,20477.792579857727,16706.63465504762,35653.368914617415,0,LP,0.005845300009241328,9.094947017729282e-13,0
blend_a075,dev_april,development,2025-04-21,0.75,none,1969.5795107566153,1477.9647709417982,59605.144411824804,0.0,34949.660062742456,0.0,34949.660062742456,3406.695254010587,4531.779607807178,18906.381223721328,15756.622057047618,35274.39955897847,0,LP,0.005451800010632724,9.094947017729282e-13,0
blend_a075,dev_april,development,2025-04-22,0.75,none,1477.9647709417982,1705.933222255025,59649.78621494885,0.0,35585.67626979986,0.0,35585.67626979986,1503.459012684301,1981.7911237107674,20033.869240553788,16022.262478666667,35431.60094237417,0,LP,0.005621599993901327,7.602807272633072e-13,0
blend_a075,dev_april,development,2025-04-23,0.75,none,1705.933222255025,1854.0215778994714,59828.06558048559,0.0,36274.69969801581,0.0,36274.69969801581,2373.39740248207,2241.4925561516748,19368.312553185184,15555.053648,36175.018278953976,0,LP,0.005476299993460998,9.094947017729282e-13,0
blend_a075,dev_april,development,2025-04-24,0.75,none,1854.0215778994714,1810.3481244074087,58714.370014029395,0.0,34949.01235744828,0.0,34949.01235744828,2990.185737393297,5079.28993243857,18916.282907054672,15361.495262857141,34977.94891375306,0,LP,0.006529700011014938,9.094947017729282e-13,0
blend_a075,dev_april,development,2025-04-25,0.75,none,1810.3481244074087,1757.9912371132332,26135.985587497944,0.0,9950.668984796665,0.0,9950.668984796665,277.03426780952486,21542.201724992356,12439.542859267489,10123.150914571426,9976.147024183974,0,MILP,0.13468940000166185,3.814824999103116e-12,0
blend_a075,dev_april,development,2025-04-26,0.75,none,1757.9912371132332,1528.5528376656105,26058.808989927096,0.0,10088.179625726547,0.0,10088.179625726547,62.003718952381064,23785.708500553792,12354.724718897112,10213.821581809521,10199.233403620183,0,MILP,0.1460089999891352,1.2505552149377763e-12,0
blend_a075,dev_april,development,2025-04-27,0.75,none,1528.5528376656105,1485.078089274073,55806.05916888888,409.53821862095543,32757.77174622399,2686.7754832627784,35444.547229486765,1456.8873385714296,2411.126752616107,20069.680981796588,16295.568868807615,35473.25814352656,1,LP,0.007757399987895042,8.810729923425242e-13,0
blend_a075,dev_april,development,2025-04-28,0.75,none,1485.078089274073,1504.9808207925923,55359.6419113933,4397.76763888285,33338.37528243493,27837.44898992151,61175.82427235644,136.08681714285683,0.0,15691.805042631395,12692.449626164766,61162.10239630703,11,LP,0.007519599981606007,9.094947017729282e-13,0
blend_a075,dev_april,development,2025-04-29,0.75,none,1504.9808207925923,1708.2381589777765,57695.52719732746,85.46765795618717,33869.27642989282,565.6249603540467,34434.90139024687,1980.0574824761889,4699.478415944744,18343.75597804938,14675.510737853334,34301.291322313366,1,LP,0.007145400013541803,8.952838470577262e-13,0
blend_a075,dev_april,development,2025-04-30,0.75,none,1708.2381589777765,1574.2241074687847,57021.5283289371,0.0,33565.29063109054,0.0,33565.29063109054,2073.733569269842,3354.9260871604924,18192.773081744857,14856.758842571428,33653.27060462985,0,LP,0.008774299989454448,8.86402062860725e-13,0
blend_a075,val_june,validation,2025-06-08,0.75,none,1781.3549957153423,2091.7393678433878,87309.43287990359,19.011776857142877,59429.65374787126,131.58670150204773,59561.24044937331,17213.873948420933,1625.3386999999998,15920.856877673132,12616.548135999996,59338.57962435935,3,LP,0.007700299989664927,9.094947017729282e-13,0
blend_a075,val_june,validation,2025-06-09,0.75,none,2091.7393678433878,2138.257540046561,85583.91329179305,26.182083523809524,59617.858206270255,184.1079778854762,59801.96618415573,10082.132219393305,964.5978262504459,18888.34863872074,15257.69604238095,59767.666911171305,2,LP,0.007634600013261661,6.821210263296962e-13,0
blend_a075,val_june,validation,2025-06-10,0.75,none,2138.257540046561,2282.374572296297,86045.20495820929,0.0,59658.66382163988,0.0,59658.66382163988,10109.23767457849,458.2999333333329,19629.04098915461,15769.817872190475,59552.71816699068,0,LP,0.008034099999349564,9.094947017729282e-13,0
blend_a075,val_june,validation,2025-06-11,0.75,none,2282.374572296297,2422.400642355556,86653.87763997765,2.011921428571327,60103.3826811779,13.950663185713582,60117.333344363615,6096.181735213409,0.0,22890.7265603833,18415.46505085714,60012.52006772363,1,LP,0.007803300017258152,8.526512829121202e-13,0
blend_a075,val_june,validation,2025-06-12,0.75,none,2422.400642355556,2566.014159001057,87405.72464227278,0.0,61064.03223336722,0.0,61064.03223336722,10741.502776256324,448.5068666666666,19126.69158439741,15363.368018380952,60957.78910795563,0,LP,0.007259099977090955,8.526512829121202e-13,0
