method,window,period,date,selected_plan,e_start,e_end,plan_kwh,emergency_kwh,plan_cost,emergency_cost,total_cost,paid_grid_spill_kwh,pv_spill_kwh,charge_kwh,discharge_kwh,inventory_adjusted_day_cost,emergency_slots,solver,solve_seconds,max_plan_audit,plan_mutual_count
mean14,dev_april,development,2025-04-17,mean14,1618.0719069862432,1991.3480338359827,60737.177014785426,0.0,36098.717890371445,0.0,36098.717890371445,1872.0302529371004,1733.823486250443,20668.591639121692,16405.610713523805,35847.50655646526,0,LP,0.006790100014768541,9.094947017729282e-13,0
mean14,dev_april,development,2025-04-18,mean14,1991.3480338359827,2146.0427089597865,26903.848909910634,0.0,10690.859352456162,0.0,10690.859352456162,432.5333284761913,17494.84509199177,13069.0952552522,10446.741949142859,10612.973967477345,0,MILP,0.12123209997662343,2.6147972675971687e-11,0
mean14,dev_april,development,2025-04-19,mean14,2146.0427089597865,2102.49358338201,26817.021450395066,0.0,10644.189084501631,0.0,10644.189084501631,502.6140351428577,17138.474211944736,12791.83245435509,10400.578501047616,10666.058529947872,0,MILP,0.13045419999980368,7.747126397185235e-11,0
mean14,dev_april,development,2025-04-20,mean14,2102.49358338201,2063.3998629513258,59893.794656773665,0.0,35571.64259577677,0.0,35571.64259577677,1807.0209708018835,2248.6708425925954,20608.11741280776,16727.759452761904,35597.87037734511,0,LP,0.008485300000756979,9.094947017729282e-13,0
mean14,dev_april,development,2025-04-21,mean14,2063.3998629513258,1556.6358251216939,59500.89957605291,0.0,34912.55264558221,0.0,34912.55264558221,3333.855380968847,4531.779607807178,18812.85177889593,15694.497574952378,35247.299114773334,0,LP,0.009026700019603595,9.094947017729282e-13,0
mean14,dev_april,development,2025-04-22,mean14,1556.6358251216939,1770.9271901259242,59562.373932526745,0.0,35522.86567319285,0.0,35522.86567319285,1289.5315996331622,2114.6451166666666,20065.293005560256,16060.025106,35378.03417551268,0,LP,0.0076883000147063285,9.094947017729282e-13,0
mean14,dev_april,development,2025-04-23,mean14,1770.9271901259242,1924.687345986243,59755.85006062904,0.0,36212.0942214588,0.0,36212.0942214588,2156.239540919457,2377.420133333333,19388.892260185774,15566.61859047619,36108.5949931459,0,LP,0.008604200003901497,9.094947017729282e-13,0
mean14,dev_april,development,2025-04-24,mean14,1924.687345986243,1811.7563899714291,58635.85249393298,0.0,34933.74464091011,0.0,34933.74464091011,2764.374800646678,5304.634016666667,18833.551773857733,15356.814797238094,35008.56888094576,0,LP,0.007596000010380521,9.094947017729282e-13,0
mean14,dev_april,development,2025-04-25,mean14,1811.7563899714291,1757.9912371132332,26134.420847982365,0.0,9950.098480769286,0.0,9950.098480769286,277.03426780952486,21542.201724992356,12437.97811975191,10123.150914571426,9976.261813866024,0,MILP,0.1367379000002984,4.149569576838985e-12,0
mean14,dev_april,development,2025-04-26,mean14,1757.9912371132332,1528.5528376656105,26058.808989927096,0.0,10088.179625726547,0.0,10088.179625726547,62.003718952381064,23785.708500553792,12354.724718897112,10213.821581809521,10199.233403620183,0,MILP,0.11870590000762604,1.383426706524915e-11,0
mean14,dev_april,development,2025-04-27,mean14,1528.5528376656105,1485.078089274073,55806.05916888888,411.3873713276216,32802.06536755188,2698.906849594862,35500.972217146744,1454.7076585714296,2413.306432616107,20079.413364463253,16303.452098767617,35529.68313118654,1,LP,0.006168399995658547,8.810729923425242e-13,0
mean14,dev_april,development,2025-04-28,mean14,1485.078089274073,1504.9808207925923,55359.6419113933,4391.780812338089,33353.4638060626,27812.1553590643,61165.6191651269,122.72807180952339,0.0,15730.604615202825,12723.877279947623,61151.89728907749,12,LP,0.00607309999759309,9.094947017729282e-13,0
mean14,dev_april,development,2025-04-29,mean14,1504.9808207925923,1708.2381589777765,57695.52719732746,87.07197811047126,33895.89087473322,576.2423511350988,34472.13322586831,1961.6986724761887,4717.837225944742,18352.199768335096,14682.350207984764,34338.523157934804,1,LP,0.008103700005449355,8.952838470577262e-13,0
mean14,dev_april,development,2025-04-30,mean14,1708.2381589777765,1638.142711064552,57021.52832893709,0.0,33611.7134738899,0.0,33611.7134738899,2000.5749813650798,3373.2764643621376,18178.46501578131,14787.64256590476,33657.731004015965,0,LP,0.007147500000428408,8.86402062860725e-13,0
mean14,val_june,validation,2025-06-08,mean14,1781.3549957153423,2171.0779953894194,87309.43287990359,19.011776857142877,59334.63628437321,131.58670150204773,59466.22298587526,17139.885046746625,1625.3386999999998,15934.457598109344,12556.1599547619,59186.64691044532,3,LP,0.004796399996848777,9.094947017729282e-13,0
mean14,val_june,validation,2025-06-09,mean14,2171.0779953894194,2138.257540046561,85490.01496690299,26.182083523809524,59592.237893518635,184.1079778854762,59776.34587140411,10085.108831059384,964.5978262504459,18754.295103116976,15220.517443333332,59800.54539825484,2,LP,0.005278099997667596,9.094947017729282e-13,0
mean14,val_june,validation,2025-06-10,mean14,2138.257540046561,2282.374572296297,86198.97575727101,0.0,59723.584763108476,0.0,59723.584763108476,10252.144226726634,458.2999333333329,19686.22123606819,15816.133872190474,59617.639108459276,0,LP,0.005038000002969056,9.094947017729282e-13,0
mean14,val_june,validation,2025-06-11,mean14,2282.374572296297,2422.400642355556,86705.77607239976,2.011921428571327,60127.55665910553,13.950663185713582,60141.50732229125,6121.284084507943,0.0,23031.758576844204,18529.700984190473,60036.69404565126,1,LP,0.005077000008895993,8.526512829121202e-13,0
mean14,val_june,validation,2025-06-12,mean14,2422.400642355556,2566.014159001057,87405.72464227278,0.0,61047.29657165055,0.0,61047.29657165055,10741.502776256322,448.5068666666666,19126.691584397413,15363.368018380952,60941.053446238955,0,LP,0.005466300004627556,8.526512829121202e-13,0
mean14,val_june,validation,2025-06-13,mean14,2566.014159001057,2575.636351815873,39972.729549917145,0.0,20218.31771720694,0.0,20218.31771720694,1717.367784611407,7501.9548069594375,12628.596235857729,10220.502977511425,20212.775081563046,0,LP,0.005250399990472943,8.526512829121202e-13,0
mean14,val_june,validation,2025-06-14,mean14,2575.636351815873,2621.9770834973533,40085.375813774255,0.0,20755.636043403207,0.0,20755.636043403207,1773.2595711428594,9830.683988165787,11823.067610275137,9534.978105809523,20729.074433855058,0,LP,0.005610499996691942,9.094947017729282e-13,0
mean14,val_june,validation,2025-06-15,mean14,2621.9770834973533,3334.1899856793657,88525.13867581423,0.0,61606.59337067426,0.0,61606.59337067426,13313.132068965322,298.84709999999995,19185.229271325097,14899.044097809523,61082.37307022076,0,LP,0.005205699999351054,9.094947017729282e-13,0
mean14,val_june,validation,2025-06-16,mean14,3334.1899856793657,3177.1414284984144,87140.94532746737,0.0,61555.62243558561,0.0,61555.62243558561,10758.201807617877,134.01041666666652,19452.75783146855,15898.077544952379,61671.98245995073,0,LP,0.005645500001264736,9.663381206337363e-13,0
mean14,val_june,validation,2025-06-17,mean14,3177.1414284984144,2714.8833426867736,86297.67253812814,0.0,60468.10706902235,0.0,60468.10706902235,8369.884734480891,194.24276666666685,18487.189987075828,15390.656166761903,60812.842392565064,0,LP,0.006074800010537729,9.094947017729282e-13,0
mean14,val_june,validation,2025-06-18,mean14,2714.8833426867736,2982.7764268380965,87076.35592540976,0.0,61041.34442682031,0.0,61041.34442682031,12581.41302877367,88.67290000000003,17035.65958368371,13557.780487047617,60843.62727552785,0,LP,0.005152400000952184,9.094947017729282e-13,0
mean14,val_june,validation,2025-06-19,mean14,2982.7764268380965,2748.828737898414,85070.253296,48.66240171428569,58562.84454532041,334.32397563485705,58897.16852095527,11921.529725077016,1736.3104999999996,17958.54838254203,14756.97710990476,59067.27641831979,2,LP,0.005893699999433011,9.094947017729282e-13,0
mean14,val_june,validation,2025-06-20,mean14,2748.828737898414,2884.6010395206395,36593.65816173545,0.0,18777.411567515053,0.0,18777.411567515053,1407.5243536190487,10477.990975604942,11501.931110797175,9194.36912828571,18701.49092104007,0,LP,0.0051608999783638865,9.094947017729282e-13,0
mean14,val_june,validation,2025-06-21,mean14,2884.6010395206395,3117.437340286773,35252.93467776476,0.0,18137.9645084634,0.0,18137.9645084634,1836.381907809525,11560.886014392712,12165.124657226337,9644.198301663811,18010.23677133868,0,MILP,0.11944410001160577,1.1368683772161603e-12,0
mean14,val_august,validation,2025-08-18,mean14,2178.160729337569,2134.924192117462,72442.89799171193,102.00601809523812,52944.055423831145,860.0659960050001,53804.12141983614,2419.521094069376,2044.6419833333339,19608.09578545208,15921.470469714286,53837.102466610326,4,LP,0.009206600021570921,8.668621376273222e-13,0
mean14,val_august,validation,2025-08-19,mean14,2134.924192117462,1852.4128791502637,72320.79132383892,115.82866466666655,52908.39769160481,987.5119954816656,53895.909687086474,1875.1948886807752,3072.624321889476,18028.42584003057,14857.285112095238,54110.229478747075,4,LP,0.009124699980020523,8.526512829121202e-13,0
mean14,val_august,validation,2025-08-20,mean14,1852.4128791502637,1630.2109173555552,72871.02814889594,1717.1356129085539,53889.65918542745,11000.159515006164,64889.818700433614,335.32722333333334,0.0,20011.19598641976,16409.050514615254,65063.072625321925,11,LP,0.008271300001069903,8.810729923425242e-13,0
mean14,val_august,validation,2025-08-21,mean14,1630.2109173555552,1854.96182146032,74223.70503470546,0.0,53883.7995030932,0.0,53883.7995030932,2687.1381331663724,1929.3087967125177,18739.809514731336,14976.969893238094,53712.430029038245,0,LP,0.008060899999691173,9.094947017729282e-13,0
mean14,val_august,validation,2025-08-22,mean14,1854.96182146032,1486.6533281999998,40281.695549542856,33.57257334380829,22750.17936909998,68.55519476805651,22818.734563868038,84.03061076190511,16781.78014360964,13422.976907628456,11204.088939113335,23037.665879588687,1,MILP,0.1336738000100013,1.8758328224066645e-12,0
mean14,val_august,validation,2025-08-23,mean14,1486.6533281999998,1916.1332087280398,40891.314579572376,0.0,22721.348995981534,0.0,22721.348995981534,435.34812995532053,15031.781901650791,13198.139502584363,10303.961104618096,22466.548514586484,0,MILP,0.1418779999949038,1.0231815394945443e-12,0
mean14,val_august,validation,2025-08-24,mean14,1916.1332087280398,2100.0782866380923,76191.91484413992,0.0,54822.52859302708,0.0,54822.52859302708,4171.956141587306,4337.099985784833,19914.308754291593,15965.039520857143,54683.296999621074,0,LP,0.008498899987898767,1.0231815394945443e-12,0
mean14,val_august,validation,2025-08-25,mean14,2100.0782866380923,1707.2043083703695,76204.94830689124,194.44487727809246,55361.0136517871,1651.7392593657878,57012.752911152886,1268.760772564377,848.1037247454473,20331.727634914754,16822.285964721905,57316.89286378153,3,LP,0.006245700002182275,9.094947017729282e-13,0
mean14,val_august,validation,2025-08-26,mean14,1707.2043083703695,2289.724857334393,77810.48083583773,0.0,55600.84834364488,0.0,55600.84834364488,5399.989963283944,2495.178783333334,20327.5011148395,15941.00740895238,55158.14656129526,0,LP,0.008326899987878278,9.094947017729282e-13,0
mean14,val_august,validation,2025-08-27,mean14,2289.724857334393,1885.1668969915347,76984.80180751321,16.225255619048085,55440.75394942533,134.3372614190515,55575.09121084438,3149.673414190475,2413.5014,20462.1344557037,16938.431073428572,55885.81144658826,2,LP,0.008490900014294311,7.673861546209082e-13,0
mean14,val_august,validation,2025-08-28,mean14,1885.1668969915347,1928.8909241407414,76463.18450198119,46.880709523809514,55493.47493569688,388.3171611380952,55881.79209683497,1681.3897400482101,0.0,21165.941387837738,17105.060899714284,55847.811777843344,3,LP,0.006755300011718646,8.242295734817162e-13,0
mean14,val_august,validation,2025-08-29,mean14,1928.8909241407414,1784.4022373777775,41237.63937088066,0.0,23127.229767849167,0.0,23127.229767849167,935.0406792380963,15194.943568605528,14118.287321703701,11565.852548666666,23213.642220327478,0,MILP,0.10011430000304244,7.958078640513122e-13,0
mean14,val_august,validation,2025-08-30,mean14,1784.4022373777775,1574.0628858211644,41384.38355317107,0.0,23501.318090701345,0.0,23501.318090701345,775.7798762622007,19893.057324432688,12590.168081809521,10387.341562666667,23625.249247865933,0,MILP,0.14843109998037107,4.092726157978177e-12,0
mean14,val_august,validation,2025-08-31,mean14,1574.0628858211644,2395.7523527111116,78414.74288740623,26.50513619047615,56014.86953148211,218.3203532838092,56233.18988476592,4539.249831626106,2629.044000000001,20456.897833875366,15830.566725238095,55607.15700528447,3,LP,0.009587700013071299,9.348077867343818e-13,0
mean14,eval_september,evaluation,2025-09-10,mean14,4786.2408636984155,4596.088809841269,67860.3791468054,968.5033833333317,45661.13760540146,5167.422119424991,50828.55972482645,3864.563686658431,0.0,20102.405483956492,16454.085290476192,50962.35855369256,7,LP,0.008512000000337139,9.094947017729282e-13,0
mean14,eval_september,evaluation,2025-09-11,mean14,4596.088809841269,4802.58733751852,69292.72779655732,0.0,45546.34378408827,0.0,45546.34378408827,7376.39198123692,4680.02805,18707.227931987065,14967.005949999997,45406.387858216054,0,LP,0.008891900011803955,8.952838470577262e-13,0
mean14,eval_september,evaluation,2025-09-12,mean14,4802.58733751852,5090.179315724865,35096.855935757136,0.0,17572.68698908223,0.0,17572.68698908223,1114.4127548571428,19762.82313299236,12679.637197483831,10011.673349576191,17423.83603172712,0,MILP,0.1204483000037726,1.8189894035458565e-12,0
mean14,eval_september,evaluation,2025-09-13,mean14,5090.179315724865,5450.036683296296,35155.667926419046,0.0,17568.39046904141,0.0,17568.39046904141,725.114016449148,23653.009371646087,12876.691706190477,10106.248651199998,17384.912017235456,0,MILP,0.10868189999018796,3.637978807091713e-12,0
mean14,eval_september,evaluation,2025-09-14,mean14,5450.036683296296,4949.312271687833,68050.33159419635,0.0,45840.92316843022,0.0,45840.92316843022,4723.577254285706,146.7241269077006,18586.091755002944,15505.386292,46190.58684887534,0,LP,0.0058407999749761075,1.0231815394945443e-12,0
mean14,eval_september,evaluation,2025-09-15,mean14,4949.312271687833,4326.602948687832,66921.22535782833,0.0,44414.88048162858,0.0,44414.88048162858,5398.135520412695,3405.924111568486,19003.01833270429,15952.883240190476,44841.78119317119,0,LP,0.005885400023544207,7.105427357601002e-13,0
mean14,eval_september,evaluation,2025-09-16,mean14,4326.602948687832,3937.5010263756626,67094.93344657966,0.0,45117.93703178076,0.0,45117.93703178076,3022.2157150970006,1430.3384217530897,18425.268718300995,15274.659391904761,45390.36747225373,0,LP,0.006635099998675287,7.673861546209082e-13,0
mean14,eval_september,evaluation,2025-09-17,mean14,3937.5010263756626,4145.127008402115,68330.65777813167,7.62916666666672,45673.09068224569,38.19542291666694,45711.286105162355,4378.899014865371,0.0,20065.295505837737,16066.02597590476,45565.89614101457,1,LP,0.007810800016159192,9.094947017729282e-13,0
mean14,eval_september,evaluation,2025-09-18,mean14,4145.127008402115,4008.224868169312,68223.99294834097,0.0,45016.748448667844,0.0,45016.748448667844,4211.157454192826,1526.2655031651957,19230.16210803057,15699.643233714285,45111.60015532593,0,LP,0.00636800000211224,9.094947017729282e-13,0
mean14,eval_september,evaluation,2025-09-19,mean14,4008.224868169312,4564.305045068782,34937.924518430336,0.0,17167.130853751136,0.0,17167.130853751136,480.1960529276891,15281.194618636091,13551.101952580837,10475.92042238095,16870.224702649753,0,MILP,0.09935740000219084,4.042198674546348e-12,0
mean14,eval_september,evaluation,2025-09-20,mean14,4564.305045068782,4661.9370001481475,34487.887795937684,0.0,16765.05231045667,0.0,16765.05231045667,605.289947142857,15593.405164015287,13452.053641446206,10808.294689999999,16713.432831326885,0,MILP,0.10556249998626299,1.6200374375330284e-12,0
mean14,eval_september,evaluation,2025-09-21,mean14,4661.9370001481475,4208.748330640212,70788.86990714168,0.0,47537.38767051829,0.0,47537.38767051829,6213.7610405784835,3430.7977519188707,17182.59702035861,14325.773389047617,47853.01743398422,0,LP,0.0068601000239141285,7.815970093361102e-13,0
mean14,eval_september,evaluation,2025-09-22,mean14,4208.748330640212,3246.7626313650803,68412.61941312875,0.0,45921.09019542622,0.0,45921.09019542622,2734.205888627871,2524.7006999999994,17923.579318500877,15383.886377333334,46598.27942718989,0,LP,0.006097100005717948,8.881784197001252e-13,0
mean14,eval_september,evaluation,2025-09-23,mean14,3246.7626313650803,2999.5005294867733,70378.57645930159,0.0,46536.67237080389,0.0,46536.67237080389,2919.963198380948,1785.7420661846013,19888.37633206937,16332.120720666664,46710.64026774936,0,LP,0.007245899992994964,9.094947017729282e-13,0
mean14,eval_december,evaluation,2025-12-08,mean14,1451.3861965089911,1823.0339727153448,96889.40221220929,0.0,73396.71127566401,0.0,73396.71127566401,4305.996233497942,0.0,23166.90454452087,18430.70968247619,73092.82836129196,0,LP,0.006307300005573779,9.663381206337363e-13,0
mean14,eval_december,evaluation,2025-12-09,mean14,1823.0339727153448,1681.167125725927,96867.09747589417,28.02018466666675,72639.9440290359,207.1730520160006,72847.1170810519,5211.0980025185145,0.0,23280.239756137566,18984.674364761908,72962.76684605089,2,LP,0.008062300010351464,9.094947017729282e-13,0
mean14,eval_december,evaluation,2025-12-10,mean14,1681.167125725927,1640.7699979100528,96997.72461758376,0.0,73799.82804260356,0.0,73799.82804260356,4357.173235080536,0.0,22575.21226774133,18322.279351904766,73833.13721661389,0,LP,0.007979300018632784,9.094947017729282e-13,0
mean14,eval_december,evaluation,2025-12-11,mean14,1640.7699979100528,1849.5066304476222,97452.91486830216,0.0,72544.99077349133,0.0,72544.99077349133,7013.5284114791275,0.0,22580.362039680185,18102.23028285714,72376.3585797028,0,LP,0.009026899992022663,9.094947017729282e-13,0
mean14,eval_december,evaluation,2025-12-12,mean14,1849.5066304476222,1922.1565517195847,50946.63655140623,0.0,23513.807161643017,0.0,23513.807161643017,2015.8044465467424,1328.8133463915274,20116.949189420335,16229.343914285711,23466.48286670786,0,LP,0.008080200001131743,1.0231815394945443e-12,0
mean14,eval_december,evaluation,2025-12-13,mean14,1922.1565517195847,2001.8885422253966,51821.586006790116,0.0,24265.65428328015,0.0,24265.65428328015,2986.9171102692576,1132.38245,20168.390903854193,16264.637840666666,24213.29214231774,0,LP,0.00760660000378266,7.958078640513122e-13,0
mean14,eval_december,evaluation,2025-12-14,mean14,2001.8885422253966,1739.627803660316,97981.36402969193,0.0,75080.75409603288,0.0,75080.75409603288,5070.020763092304,0.0,22992.927006885355,18860.305540285714,75298.08006313,0,LP,0.005660499999066815,6.821210263296962e-13,0
mean14,eval_december,evaluation,2025-12-15,mean14,1739.627803660316,1911.330116133336,99872.19156622222,0.0,76565.54452005666,0.0,76565.54452005666,5856.481038444449,0.0,23113.791999396824,18567.639438285714,76424.23416077504,0,LP,0.0062873999995645136,9.094947017729282e-13,0
mean14,eval_december,evaluation,2025-12-16,mean14,1911.330116133336,1830.002305755558,99682.91976615167,0.0,75884.50974272215,0.0,75884.50974272215,6019.67397259612,0.0,22728.15520822222,18483.000748,75951.18411154559,0,LP,0.007591000001411885,9.094947017729282e-13,0
mean14,eval_december,evaluation,2025-12-17,mean14,1830.002305755558,1875.848881186245,99301.84177987183,0.0,75798.81816862793,0.0,75798.81816862793,6848.438154174015,0.0,22212.0770586502,17950.520499619044,75761.31893649412,0,LP,0.006313499994575977,1.0231815394945443e-12,0
mean14,eval_december,evaluation,2025-12-18,mean14,1875.848881186245,1865.7872980433888,98744.06427248206,0.0,74616.13279862392,0.0,74616.13279862392,7015.193275529683,0.0,23008.733974285715,18646.129944,74624.36850627384,0,LP,0.00632049998966977,9.094947017729282e-13,0
mean14,eval_december,evaluation,2025-12-19,mean14,1865.7872980433888,1694.2762466719578,52224.09750531099,0.0,24123.14758611462,0.0,24123.14758611462,3934.652207141687,1810.65698271605,19603.984008881824,16033.58699342857,24235.073125573846,0,LP,0.010335300001315773,1.0231815394945443e-12,0
mean14,eval_december,evaluation,2025-12-20,mean14,1694.2762466719578,1872.7814958687843,52488.170953038214,0.0,24201.309429357596,0.0,24201.309429357596,3795.830902636096,1821.318116666667,20284.289260306876,16269.619576571426,24085.80336836512,0,LP,0.009733799990499392,9.094947017729282e-13,0
mean14,eval_december,evaluation,2025-12-21,mean14,1872.7814958687843,1866.898438401062,97965.79764183186,0.0,74285.28370205458,0.0,74285.28370205458,4540.82290248089,0.0,23118.3559179224,18731.163045238092,74290.10233058085,0,LP,0.008198399998946115,9.094947017729282e-13,0
saa_load,dev_march,development,2025-03-07,saa_load,1607.6682326867735,2174.961861308251,34200.995468152694,0.0,14211.898105332177,0.0,14211.898105332177,258.1978266666665,9475.432254961785,15971.134670692534,12426.054817501625,13901.21904050059,0,SAA-MILP,1.2502662999904715,3.808509063674137e-12,0
saa_load,dev_march,development,2025-03-08,saa_load,2174.961861308251,2124.288616989549,32636.72980949225,0.0,13559.192691463637,0.0,13559.192691463637,198.25345742369305,10500.466621279247,15370.927021102529,12496.056806979883,13586.431428860824,0,SAA-MILP,0.7931255000003148,3.524291969370097e-12,0
saa_load,dev_march,development,2025-03-09,saa_load,2124.288616989549,4702.067511349832,75747.66683731879,0.0,49990.565153847856,0.0,49990.565153847856,4319.687372926983,2236.0208166666666,18623.329435794087,12764.895838068951,48172.12742173471,0,SAA-MILP,2.1903464999923017,2.1316282072803006e-12,0
saa_load,dev_march,development,2025-03-10,saa_load,4702.067511349832,4260.454361409945,71255.47043116172,0.0,49167.41296149941,0.0,49167.41296149941,455.8266058377483,0.0,16605.39058036779,13847.81820504381,49486.34873846818,0,SAA-MILP,1.3128094999992754,1.8189894035458565e-12,0
saa_load,dev_march,development,2025-03-11,saa_load,4260.454361409945,4112.233414668082,71457.18054013781,0.0,48342.92907791795,0.0,48342.92907791795,2983.37427987936,1668.422318181065,15788.757863921364,12922.29272184398,48448.233205359254,0,SAA-MILP,1.6943197999789845,2.1600499167107046e-12,0
saa_load,dev_march,development,2025-03-12,saa_load,4112.233414668082,3927.9348973520982,71409.56273520747,0.0,47294.351755390424,0.0,47294.351755390424,3854.632705508513,2172.9285666666665,16380.712869912282,13434.24609021333,47423.75718969699,0,SAA-MILP,1.4688348000054248,2.4158453015843406e-12,0
saa_load,dev_march,development,2025-03-13,saa_load,3927.9348973520982,3483.197831750122,70777.66079271366,0.0,47798.80747999933,0.0,47798.80747999933,168.94002257142847,0.0,18228.24269745976,15165.13994398418,48118.8730717651,0,SAA-MILP,2.1096050000051036,3.851141627819743e-12,0
saa_load,dev_march,development,2025-03-14,saa_load,3483.197831750122,2172.9836457322767,30217.93223543931,0.0,12405.883656515873,0.0,12405.883656515873,119.41990257142902,12646.668475650793,13692.687585788517,12270.26971190476,13103.242700372271,0,SAA-MILP,1.0269600999890827,4.774847184307873e-12,0
saa_load,dev_march,development,2025-03-15,saa_load,2172.9836457322767,1767.6357565975336,31290.74238216696,0.0,13142.742734443205,0.0,13142.742734443205,216.95175661452245,7657.394756388009,15037.283259924743,12545.012540760315,13363.3715637598,0,SAA-MILP,1.2287302000040654,3.183231456205249e-12,0
saa_load,dev_march,development,2025-03-16,saa_load,1767.6357565975336,4055.8947593874204,72969.83720798159,0.0,47050.68637019542,0.0,47050.68637019542,3144.601803493516,488.8266500000001,20662.782729704442,14677.4209085497,45434.247339167756,0,SAA-MILP,2.621199399989564,2.2026824808563106e-12,0
saa_load,dev_march,development,2025-03-17,saa_load,4055.8947593874204,4126.091803951854,69585.48564632577,0.0,44206.616012501545,0.0,44206.616012501545,5615.7971587888605,2935.5497382669137,16383.315662256193,13207.308346319529,44158.5901341118,0,SAA-MILP,1.498087999993004,3.410605131648481e-12,0
saa_load,dev_march,development,2025-03-18,saa_load,4126.091803951854,3901.1848593258,67544.36757837099,0.0,43417.68101582022,0.0,43417.68101582022,2899.802593069949,13.048024018825068,19515.65707778424,16010.098483168686,43574.75939955123,0,SAA-MILP,1.363573600014206,3.637978807091713e-12,0
saa_load,dev_march,development,2025-03-19,saa_load,3901.1848593258,4050.427015704157,67398.57012708145,0.0,42857.076610551085,0.0,42857.076610551085,2846.6019170041095,1366.619173400353,18871.37182071823,15151.49323404124,42753.40489368843,0,SAA-MILP,1.7177232000103686,4.547473508864641e-12,0
saa_load,dev_march,development,2025-03-20,saa_load,4050.427015704157,3205.838975387299,66664.30468080434,0.0,43120.816609892696,0.0,43120.816609892696,1298.65920495238,342.5545400141073,18811.886081349294,15997.7569621781,43712.68226597822,0,SAA-MILP,1.3705129000009038,2.2737367544323206e-12,0
saa_load,dev_april,development,2025-04-17,saa_load,1618.0719069862432,2384.815791853699,60773.294903268674,0.0,36357.65032596547,0.0,36357.65032596547,1333.2259619741446,1944.2248999999997,20723.32734165167,16095.825650357143,35841.63887967359,0,SAA-MILP,1.125473599997349,3.637978807091713e-12,0
saa_load,dev_april,development,2025-04-18,saa_load,2384.815791853699,2577.5152635905956,26538.874983775724,0.0,10629.908143833803,0.0,10629.908143833803,85.44790812222153,17494.84509199177,12794.92250402734,10190.457703698941,10532.88817511522,0,SAA-MILP,1.0727988999860827,2.8421709430404007e-12,0
saa_load,dev_april,development,2025-04-19,saa_load,2577.5152635905956,2497.7783946819823,26408.38389288758,0.0,10610.57169740259,0.0,10610.57169740259,134.4104450699464,17180.30115127807,12530.295939775326,10221.302893235761,10650.613858560033,0,SAA-MILP,0.5235934999946039,4.263256414560601e-12,0
saa_load,dev_april,development,2025-04-20,saa_load,2497.7783946819823,2431.507098008735,59512.14731327281,0.0,35610.3477982452,0.0,35610.3477982452,1311.1095243039458,2465.322636878312,20197.970714542942,16420.000445785718,35654.8088798268,0,SAA-MILP,1.3424299999896903,5.201172825763933e-12,0
saa_load,dev_april,development,2025-04-21,saa_load,2431.507098008735,2086.0794739082485,59144.333594437434,0.0,34942.49853843922,0.0,34942.49853843922,2815.123754976272,4576.718205121703,18665.611119455647,15430.029868449517,35170.67313035371,0,SAA-MILP,1.103432999982033,2.9558577807620168e-12,0
saa_load,dev_april,development,2025-04-22,saa_load,2086.0794739082485,2322.8277042994696,59023.04565461341,0.0,35478.20586584308,0.0,35478.20586584308,789.625861668806,2114.6451166666666,19751.43132767984,15785.58596806857,35318.1966149803,0,SAA-MILP,1.3139661999884993,5.286437954055145e-12,0
saa_load,dev_april,development,2025-04-23,saa_load,2322.8277042994696,2551.098604917117,59188.383239945906,0.0,36175.93625177843,0.0,36175.93625177843,1611.9704059729822,2377.420133333333,18913.85354430023,15114.777560327302,36022.282257816056,0,SAA-MILP,1.7089078999997582,4.405364961712621e-12,0
saa_load,dev_april,development,2025-04-24,saa_load,2551.098604917117,2254.0959642270536,57989.97398644718,0.0,34843.61553202619,0.0,34843.61553202619,2391.171607496463,5304.634016666667,18270.337046868986,15066.275384584937,35040.3994579083,0,SAA-MILP,1.9762123000109568,5.4569682106375694e-12,0
saa_load,dev_april,development,2025-04-25,saa_load,2254.0959642270536,2016.4312100878362,25711.92022943496,0.0,9865.384888743187,0.0,9865.384888743187,30.23885961904739,21585.98597239976,12153.8738217971,10058.53607438095,9981.037905564299,0,SAA-MILP,0.7378911999985576,2.7284841053187847e-12,0
saa_load,dev_april,development,2025-04-26,saa_load,2016.4312100878362,1546.990149569314,25844.790089807164,0.0,10057.082594805197,0.0,10057.082594805197,38.131557619047726,23808.415486652557,12371.296666678416,10443.24725447619,10284.303510722011,0,SAA-MILP,0.5607154999743216,2.3305801732931286e-12,0
saa_load,dev_april,development,2025-04-27,saa_load,1546.990149569314,1505.3069770825177,55863.97510682419,365.2819814133467,32936.63496591419,2396.4324390622614,35333.06740497646,1439.82538134668,2413.306432616107,20211.415506208086,16408.761415266665,35360.59515445062,1,SAA-MILP,0.8455146999913268,5.115907697472721e-12,0
saa_load,dev_april,development,2025-04-28,saa_load,1505.3069770825177,1550.27041737037,55348.749204923835,4358.063114146661,33687.85206255059,27594.022554170602,61281.874616721194,122.72807180952339,0.0,15377.104391238125,12414.987460643817,61250.87471332549,15,SAA-MILP,0.8312567999819294,3.382183422218077e-12,0
saa_load,dev_april,development,2025-04-29,saa_load,1550.27041737037,1755.5431651830406,57699.841007118994,0.0,34125.17086153595,0.0,34125.17086153595,1869.6566020952362,4732.593021986627,18313.853649152956,14649.475982782491,33990.2359754205,0,SAA-MILP,1.3744507000083104,3.069544618483633e-12,0
