strategy,period,days,ordinary_kwh,emergency_kwh,ordinary_cost,adjustment_cost,emergency_cost,total_cost,paid_grid_spill_kwh,pv_spill_kwh,e_start,e_end,mean_actual_price,inventory_adjusted_cost,updates,changed_updates,emergency_slots
rolling_margin_mean14,Q1,89,5261003.656191125,388.4376061600029,3204260.9186785677,157469.04644784643,1794.5763347298357,3363524.541461144,159168.3481779326,318884.6933409041,2119.6221033981474,1696.9410225111126,0.7303922986891385,3363802.3921667975,267,210,18
rolling_margin_mean14,Q2,92,5712959.243913599,31690.46011320443,3815056.1509363954,189387.7764442225,141023.63612167304,4145467.563502291,197543.64122431207,354814.00294674083,1696.9410225111126,4245.050389558025,0.7624782306763286,4143718.973372711,276,266,589
rolling_margin_mean14,Q3,92,5552476.114050581,1172.5378948177768,3653551.9547720957,162479.8769440562,6491.426828562801,3822523.2585447147,247850.8599322566,550050.9024380188,4245.050389558025,1657.587419376544,0.742578842089372,3824252.5142754265,276,247,34
rolling_margin_mean14,Q4,61,4551768.849002247,11410.8017478061,3090979.983211195,110135.24518945786,70831.70527702678,3271946.93367768,106950.83649188204,52806.99729131826,1657.587419376544,1595.9336270222252,0.8121971539162113,3271992.00120889,183,139,113
