method,window,period,date,e_start,e_end,plan_kwh,emergency_kwh,plan_cost,emergency_cost,total_cost,paid_grid_spill_kwh,pv_spill_kwh,charge_kwh,discharge_kwh,predicted_plan_cost,actual_mean_price,forecast_mean_price,emergency_slots,solver,solve_seconds,max_plan_audit,plan_mutual_count
mean7,dev_april,development,2025-04-18,1997.2523229619082,2146.0427089597865,26897.288588659605,0.0,10650.91460201991,0.0,10650.91460201991,432.5333284761913,17492.553124650203,13074.5979200094,10456.512967809524,12729.581498965126,0.5594201388888889,0.6952645833333333,0,MILP,0.06964169998536818,2.6147972675971687e-11,0
mean7,dev_april,development,2025-04-19,2146.0427089597865,2102.49358338201,26817.02145039507,0.0,10644.18908450163,0.0,10644.18908450163,502.6140351428577,17138.474211944736,12791.832454355084,10400.578501047614,12706.103591975,0.5579763888888889,0.6963991071428572,0,MILP,0.08281009999336675,7.044320682325633e-11,0
mean7,dev_april,development,2025-04-20,2102.49358338201,2004.9647056825395,59893.79465677364,0.0,35568.08304688318,0.0,35568.08304688318,1824.0274476566751,2296.7300092592614,20542.464770810107,16727.172454285712,33112.3242092278,0.7454388888888889,0.6955575396825396,0,LP,0.004831700003705919,9.094947017729282e-13,0
mean7,dev_april,development,2025-04-21,2004.9647056825395,1556.635825121692,59565.827528573784,0.0,34899.39751149834,0.0,34899.39751149834,3333.080796787779,4531.779607807177,18881.85649026454,15697.799749619047,32834.103361414716,0.7339520833333333,0.6940124007936509,0,LP,0.004425199993420392,9.094947017729282e-13,0
mean7,dev_april,development,2025-04-22,1556.635825121692,1700.3999453449717,59562.373932526745,0.0,35585.07342471038,0.0,35585.07342471038,1375.906538011764,2114.6451166666666,19944.76448937214,16025.871528190473,32914.01471761897,0.7509583333333334,0.6922059523809523,0,LP,0.004574599995976314,9.094947017729282e-13,0
mean7,dev_april,development,2025-04-23,1700.3999453449717,1839.7115881841248,59834.213665941206,0.0,36024.71298042297,0.0,36024.71298042297,2282.318415319226,2317.434086154025,19521.91562761081,15687.371179809525,32934.54310974045,0.7479125,0.6939810515873016,0,LP,0.004491500003496185,9.094947017729282e-13,0
mean7,dev_april,development,2025-04-24,1839.7115881841248,1811.7563899714291,58730.270002602,0.0,34997.291489699695,0.0,34997.291489699695,2763.6235620705484,5304.634016666667,18931.92316976954,15360.017445904758,32481.123221617592,0.7361847222222223,0.6919179563492064,0,LP,0.004491500003496185,9.094947017729282e-13,0
mean7,dev_april,development,2025-04-25,1811.7563899714291,1757.9912371132332,26134.42084798236,0.0,9935.181814102618,0.0,9935.181814102618,276.4841164761913,21542.75187632569,12437.97811975191,10123.150914571428,12223.891676736786,0.5406916666666667,0.6902632936507936,0,MILP,0.09459120000246912,2.7853275241795927e-11,0
mean7,dev_april,development,2025-04-26,1757.9912371132332,1528.5528376656105,26058.808989927093,0.0,10141.025193736961,0.0,10141.025193736961,38.131557619047726,23809.580661887114,12354.724718897112,10213.821581809521,12110.24173660285,0.5378048611111111,0.6875877976190475,0,MILP,0.09865139998146333,8.08597633294994e-12,0
mean7,dev_april,development,2025-04-27,1528.5528376656105,1485.078089274073,55806.05916888888,411.3873713276225,32897.711702169065,2698.9068495948673,35596.618551763946,1556.670579428571,2312.4665545326297,20073.502613022923,16298.664390100952,30851.79163420202,0.7337826388888888,0.6847061507936508,1,LP,0.004840699984924868,8.810729923425242e-13,0
mean7,dev_april,development,2025-04-28,1485.078089274073,1504.9808207925923,55359.6419113933,4435.132141657134,33261.08059926922,28035.674813033293,61296.7554123025,182.88320895238041,0.0,15642.163521393302,12652.239993961912,30619.193584354274,0.7660520833333333,0.6830409722222223,12,LP,0.004901600012090057,9.094947017729282e-13,0
mean7,dev_april,development,2025-04-29,1504.9808207925923,1708.2381589777765,57695.52719732745,96.27080951237485,33935.68365879881,637.1202173528968,34572.8038761517,2043.62815207995,4646.779830463265,18343.39317506996,14675.216867440002,31806.771436344956,0.7303826388888888,0.6876266865079366,1,LP,0.00457960000494495,8.952838470577262e-13,0
mean7,dev_april,development,2025-04-30,1708.2381589777765,1638.3538020497374,57021.5283289371,0.0,33636.510366742375,0.0,33636.510366742375,2016.4083002222221,3357.443145504997,18177.465111114645,14786.642661238093,31494.54163297495,0.7294423611111112,0.6846873015873016,0,LP,0.00436190000618808,8.86402062860725e-13,0
mean7,val_june,validation,2025-06-08,1781.3549957153423,2168.5444668285722,86851.65452567788,19.011776857142877,59329.39505745777,131.58670150204773,59460.98175895982,16754.182441733097,1846.0099666666663,14405.684755087606,11320.134127619045,56284.76496139892,0.7970791666666668,0.7672440476190476,3,LP,0.004809400008525699,9.094947017729282e-13,0
mean7,val_june,validation,2025-06-09,2168.5444668285722,2158.59677504762,85337.0036466091,26.182083523809524,59573.28494116941,184.1079778854762,59757.39291905489,9959.425201823638,981.6363156096456,18412.44422089005,14923.03274152381,55054.22594237465,0.81925625,0.7640867063492063,2,LP,0.0044639999978244305,6.821210263296962e-13,0
mean7,val_june,validation,2025-06-10,2158.59677504762,2333.217336100531,85896.75485483596,0.0,59637.622175324956,0.0,59637.622175324956,10041.68915973428,458.2999333333329,19058.752755196943,15280.431226761904,55624.20723206208,0.8168180555555556,0.7654167658730159,0,LP,0.004268699995009229,9.094947017729282e-13,0
mean7,val_june,validation,2025-06-11,2333.217336100531,2446.1562815566153,86497.30005293594,2.011921428571327,60101.55703580571,13.950663185713582,60115.50769899142,6068.136095403885,0.0,22342.55005991298,17995.820497619046,56155.507506596565,0.8316965277777778,0.7669218253968253,1,LP,0.003937200002837926,8.526512829121202e-13,0
mean7,val_june,validation,2025-06-12,2446.1562815566153,2602.310028023281,87227.27237338155,0.0,61109.404061783884,0.0,61109.404061783884,10616.774849328636,541.7576999999998,18293.736941576717,14677.388550857144,57038.274772678655,0.8219833333333333,0.7694986111111112,0,LP,0.004179300012765452,9.094947017729282e-13,0
mean7,val_june,validation,2025-06-13,2602.310028023281,2575.636351815873,39870.784257312196,0.0,20188.263742981435,0.0,20188.263742981435,1700.8743562304544,7516.404527204,12274.72622349677,9966.534549619046,23834.604778659257,0.6400291666666666,0.7694863095238095,0,LP,0.004707299987785518,8.526512829121202e-13,0
mean7,val_june,validation,2025-06-14,2575.636351815873,2621.9770834973533,40161.01455702762,0.0,20731.87915139123,0.0,20731.87915139123,1845.0780095238117,9772.498067656676,12149.416164914755,9799.320435067611,23914.208000963208,0.6368673611111111,0.768164384920635,0,LP,0.004402999999001622,9.094947017729282e-13,0
mean7,val_june,validation,2025-06-15,2621.9770834973533,3274.0756011640224,88655.1925712898,0.0,61685.05397207296,0.0,61685.05397207296,13393.373239580245,298.84709999999995,19732.153855138156,15396.155956761902,57852.06482908603,0.8178270833333333,0.7662471230158729,0,LP,0.004144399979850277,8.526512829121202e-13,0
mean7,val_june,validation,2025-06-16,3274.0756011640224,3169.124030929103,87193.37376454083,0.0,61398.59830027025,0.0,61398.59830027025,10706.065882563209,271.4355833333334,19033.031027310986,15511.211545333334,57142.62910213412,0.8232416666666666,0.769211111111111,0,LP,0.004404600011184812,9.094947017729282e-13,0
mean7,val_june,validation,2025-06-17,3169.124030929103,2703.398861549207,86364.67990742621,0.0,60540.0500425526,0.0,60540.0500425526,8366.836749700178,194.24276666666685,18872.325404392708,15705.736229999999,56454.67984710168,0.8286263888888888,0.7697804563492063,0,LP,0.00436920000356622,9.094947017729282e-13,0
mean7,val_june,validation,2025-06-18,2703.398861549207,2982.7942848275147,87152.17912865609,0.0,61021.274753715625,0.0,61021.274753715625,12644.475697422693,88.67290000000003,17048.33552780482,13557.695896571428,56753.934084203735,0.82005,0.7714673611111112,0,LP,0.004292600002372637,9.094947017729282e-13,0
mean7,val_june,validation,2025-06-19,2982.7942848275147,2739.674852192594,85047.4383293392,48.66240171428569,58601.06932509234,334.32397563485705,58935.3933007272,12027.547591402712,1736.3104999999996,17323.92594222223,14251.18750257143,55466.42251041128,0.8079104166666666,0.7698035714285714,2,LP,0.004265700001269579,9.094947017729282e-13,0
mean7,val_june,validation,2025-06-20,2739.674852192594,2884.6010395206395,36603.829145853015,0.0,18783.54544491513,0.0,18783.54544491513,1407.5243536190487,10477.990975604938,11512.102094914753,9194.36912828571,22076.535759945906,0.6213069444444445,0.7677931547619048,0,LP,0.004579200001899153,9.094947017729282e-13,0
mean7,val_june,validation,2025-06-21,2884.6010395206395,3117.437340286773,35252.93467776476,0.0,18137.9645084634,0.0,18137.9645084634,1836.3819078095253,11560.886014392712,12165.124657226339,9644.198301663813,21393.53080613604,0.6095256944444445,0.7651185515873016,0,MILP,0.13206249999348074,8.736833478906192e-11,0
mean7,val_august,validation,2025-08-18,2178.160729337569,2168.930028625399,72442.89799171191,132.611270952381,53087.77352284189,1115.5127389771433,54203.28626181905,2418.8424443174636,2044.6419833333339,19611.66762625161,15893.758407904766,49800.08309997745,0.8475611111111111,0.7912489087301589,5,LP,0.005384399992180988,8.668621376273222e-13,0
mean7,val_august,validation,2025-08-19,2168.930028625399,1852.4128791502637,72283.00706105234,115.82866466666655,52987.91894147339,987.5119954816656,53975.43093695506,1825.8608945855376,3133.5257974661968,17929.76009576249,14807.97111209524,49770.50621088729,0.8429152777777777,0.7923819444444445,4,LP,0.004548700002487749,8.526512829121202e-13,0
mean7,val_august,validation,2025-08-20,1852.4128791502637,1630.2109173555552,72871.02814889593,1780.3983999723646,53870.87987228347,11365.584121833052,65236.46399411652,414.5755492380955,0.0,19927.061571467373,16340.901638503829,50028.33982578106,0.866348611111111,0.790316865079365,12,LP,0.004573499987600371,8.810729923425242e-13,0
mean7,val_august,validation,2025-08-21,1630.2109173555552,1854.96182146032,74223.70503470549,0.0,53777.10073681841,0.0,53777.10073681841,2614.6965743092305,2001.7503555696594,18739.80951473133,14976.969893238092,50731.31195152007,0.8472069444444443,0.7922001984126984,0,LP,0.004831400001421571,9.094947017729282e-13,0
mean7,val_august,validation,2025-08-22,1854.96182146032,1486.6533281999998,40303.69152162139,33.57257334380747,22760.76811702387,68.55519476805485,22829.323311791923,113.67007933333377,16748.59792628101,13557.391227816575,11312.964538465716,26196.7395480974,0.6604708333333333,0.7917840277777777,1,MILP,0.08240939999814145,1.9326762412674725e-12,0
mean7,val_august,validation,2025-08-23,1486.6533281999998,1916.1332087280416,40956.32355367901,0.0,22789.315320319434,0.0,22789.315320319434,396.9931674791301,15072.660064663134,13527.011995060548,10570.347823523809,26720.429046269855,0.6591965277777778,0.79310625,0,MILP,0.10084729999653064,1.8189894035458565e-12,0
mean7,val_august,validation,2025-08-24,1916.1332087280416,2100.0782866380923,76191.91484413992,0.0,54807.27925969373,0.0,54807.27925969373,4229.894518825399,4279.161608546739,19914.308754291593,15965.039520857146,51745.613562775776,0.8410215277777777,0.7947999007936508,0,LP,0.004400899983011186,1.0231815394945443e-12,0
mean7,val_august,validation,2025-08-25,2100.0782866380923,1707.2043083703695,76191.10289141073,194.44487727809246,55318.173238699965,1651.7392593657878,56969.91249806576,1195.8901647724842,920.9743325373406,20258.857027122856,16763.260772410475,51801.729459542184,0.8601569444444443,0.794960119047619,3,LP,0.004445699974894524,9.094947017729282e-13,0
mean7,val_august,validation,2025-08-26,1707.2043083703695,2289.7248573343904,77758.35811651383,0.0,55592.01212766309,0.0,55592.01212766309,5241.180835753081,2647.379398330393,20087.952658049377,15746.973158952384,52756.64006364677,0.8444180555555555,0.7967595238095239,0,LP,0.004903199995169416,9.094947017729282e-13,0
mean7,val_august,validation,2025-08-27,2289.7248573343904,1868.6339772031754,76984.80180751323,1.3456278095239895,55530.97953964915,11.34969775943009,55542.32923740859,3149.673414190474,2413.5014000000006,20462.13445570372,16953.310701238093,52270.7975940363,0.8533875,0.7969742063492062,1,LP,0.004458500014152378,7.673861546209082e-13,0
mean7,val_august,validation,2025-08-28,1868.6339772031754,1928.8909241407414,76481.55441285716,46.880709523809514,55595.508210803375,388.3171611380952,55983.82537194147,1685.4176598259878,0.0,21163.1117209359,17087.889241714292,51992.06795860952,0.863504861111111,0.7951226190476189,3,LP,0.004354999982751906,8.242295734817162e-13,0
mean7,val_august,validation,2025-08-29,1928.8909241407414,1784.4022373777775,41237.63937088065,0.0,23201.078987772173,0.0,23201.078987772173,880.3741773333343,15249.610070510285,14118.2873217037,11565.852548666668,26836.754911706208,0.6645076388888889,0.7974508928571429,0,MILP,0.07933269999921322,7.958078640513122e-13,0
mean7,val_august,validation,2025-08-30,1784.4022373777775,1574.0628858211626,41491.97943642678,0.0,23554.566164809297,0.0,23554.566164809297,762.0543517860101,19914.16059629158,13117.631954825392,10814.587299809524,26931.845879198536,0.6546625,0.7980275793650793,0,MILP,0.09137350000673905,8.021237994802909e-12,0
mean7,val_august,validation,2025-08-31,1574.0628858211626,2395.7523527111116,78414.7428874062,26.50513619047615,56173.26556791877,218.3203532838092,56391.585921202575,4536.673750079957,2629.044000000001,20470.456157802477,15841.548967619052,53206.825915223766,0.846538888888889,0.7973798611111111,3,LP,0.004746299993712455,9.348077867343818e-13,0
mean7,eval_september,evaluation,2025-09-10,4786.2408636984155,5238.316696867728,67860.37914680538,968.5033833333317,45742.04806146356,5167.422119424991,50909.470180888544,3143.402825229861,0.0,20855.856868718398,16486.37581380952,42022.63820390252,0.7818236111111112,0.703866369047619,7,LP,0.004864699993049726,9.094947017729282e-13,0
mean7,eval_september,evaluation,2025-09-11,5238.316696867728,5267.832231968257,68579.14125541679,0.0,45187.74541436949,0.0,45187.74541436949,6862.961672665489,4680.028049999999,18492.11456751323,14952.048818095234,42407.45436725787,0.7530638888888889,0.7068419642857143,0,LP,0.004826599993975833,9.094947017729282e-13,0
mean7,eval_september,evaluation,2025-09-12,5267.832231968257,5091.8495524444415,34678.13553075238,0.0,17410.783878666978,0.0,17410.783878666978,1114.4127548571428,19771.312085201527,12627.046854027045,10386.292363333334,20431.694623332038,0.5750854166666666,0.7062799603174603,0,MILP,0.06317350000608712,1.9326762412674725e-12,0
mean7,eval_september,evaluation,2025-09-13,5091.8495524444415,5503.060397386243,35154.16471337142,0.0,17563.74578937379,0.0,17563.74578937379,650.3203497824813,23643.889300605522,13067.17799580247,10214.324416152376,20692.652878906305,0.5665159722222222,0.7086292658730158,0,MILP,0.07357530001900159,4.663595626671179e-12,0
mean7,eval_september,evaluation,2025-09-14,5503.060397386243,5017.729710634924,67991.41635631864,0.0,45953.345235610024,0.0,45953.345235610024,4629.763650476188,156.4725878600807,18645.54203188712,15539.686663904758,42375.16876642463,0.7759062499999999,0.7087442460317459,0,LP,0.004711599991424009,1.0231815394945443e-12,0
mean7,eval_september,evaluation,2025-09-15,5017.729710634924,4346.819261216931,66845.20598122047,0.0,44483.191857600104,0.0,44483.191857600104,5450.783866126985,3343.6896110922953,18881.690921810696,15897.989051142857,41414.38373108473,0.761726388888889,0.7111145833333334,0,LP,0.00447739998344332,7.105427357601002e-13,0
mean7,eval_september,evaluation,2025-09-16,4346.819261216931,3962.9858893227524,67072.47087710285,0.0,45277.021555688676,0.0,45277.021555688676,2963.7135246208118,1430.3384217530897,18589.994642633745,15403.345695238095,41676.25108736689,0.7779465277777776,0.7094292658730158,0,LP,0.0049242999812122434,7.673861546209082e-13,0
mean7,eval_september,evaluation,2025-09-17,3962.9858893227524,4272.116691571428,68302.34126374601,7.62916666666672,45573.89542539512,38.19542291666694,45612.09084831179,4246.706717246326,0.0,20131.197848118758,16028.052534952383,42256.48027927014,0.778054861111111,0.7131525793650794,1,LP,0.004440100019564852,9.094947017729282e-13,0
mean7,eval_september,evaluation,2025-09-18,4272.116691571428,4102.204983957672,68082.89330037506,0.0,44899.28540532378,0.0,44899.28540532378,4103.582394669018,1526.2655031651957,19210.078014350387,15713.083728476191,42247.471394421205,0.7698256944444445,0.7126141865079365,0,LP,0.0043289999885018915,9.094947017729282e-13,0
mean7,eval_september,evaluation,2025-09-19,4102.204983957672,4563.487342973546,34833.502167554376,0.0,17156.93697803262,0.0,17156.93697803262,480.1960529276891,15281.19461863609,13450.552927419169,10479.793748095235,20142.59433134866,0.5932520833333333,0.7150087301587301,0,MILP,0.06789639999624342,2.589533525881254e-12,0
mean7,eval_september,evaluation,2025-09-20,4563.487342973546,4627.468890444444,34488.79635382128,0.0,16680.018558275347,0.0,16680.018558275347,605.289947142857,15593.405164015285,13616.232192663134,10971.564683333332,20091.250805154028,0.5874611111111112,0.7176039682539682,0,MILP,0.06796310000936501,2.0463630789890885e-12,0
mean7,eval_september,evaluation,2025-09-21,4627.468890444444,4219.9497584232795,70812.93206489946,0.0,47677.434991701506,0.0,47677.434991701506,6214.731542497354,3429.827249999999,17092.910567830688,14212.024778761908,43769.48816387312,0.7738493055555556,0.720596130952381,0,LP,0.0048909000179264694,9.094947017729282e-13,0
mean7,eval_september,evaluation,2025-09-22,4219.9497584232795,3230.9975513597915,68400.17338225867,0.0,45839.26835360399,0.0,45839.26835360399,2732.927340315111,2524.7006999999994,17992.5391840388,15464.013725428571,42037.85245113857,0.7821659722222223,0.7203022817460316,0,LP,0.004512300016358495,8.881784197001252e-13,0
mean7,eval_september,evaluation,2025-09-23,3230.9975513597915,3015.186272931218,70396.09321486304,0.0,46525.84878368658,0.0,46525.84878368658,2917.0275938306877,1785.7420661846015,19847.042747895353,16270.334776380949,43118.709230852764,0.7817520833333333,0.7232222222222222,0,LP,0.004436499992152676,9.094947017729282e-13,0
mean7,eval_december,evaluation,2025-12-08,1451.3861965089911,1823.0339727153448,96889.40221220929,0.0,73415.16957345139,0.0,73415.16957345139,4303.361958872427,0.0,23180.769147813055,18441.940011142855,68255.94949191985,0.9085152777777777,0.8563599206349207,0,LP,0.004873300000326708,9.663381206337363e-13,0
mean7,eval_december,evaluation,2025-12-09,1823.0339727153448,1683.0517489354504,96886.96378117344,28.02018466666675,72649.39874829687,207.1730520160006,72856.57180031287,5216.630047634331,0.0,23346.756068110524,19036.85641657143,68448.76657495863,0.9057770833333332,0.8564898809523809,2,LP,0.00402110000140965,6.821210263296962e-13,0
mean7,eval_december,evaluation,2025-12-10,1683.0517489354504,1630.41333437037,97080.37761040208,0.0,73928.39251099383,0.0,73928.39251099383,4388.332475800111,0.0,22904.21705812581,18599.79039019048,68314.01562063985,0.9161590277777777,0.8551274801587303,0,LP,0.003928999998606741,9.094947017729282e-13,0
mean7,eval_december,evaluation,2025-12-11,1630.41333437037,1849.5066304476222,97468.24909619165,0.0,72690.5066090895,0.0,72690.5066090895,7011.706431443853,0.0,22621.59999093827,18126.312026190477,68863.43515508811,0.8976340277777778,0.8557169642857142,0,LP,0.003921900002751499,9.094947017729282e-13,0
mean7,eval_december,evaluation,2025-12-12,1849.5066304476222,1922.1565517195847,50946.63655140622,0.0,23518.603123901717,0.0,23518.603123901717,2015.8044465467424,1328.8133463915271,20116.949189420342,16229.343914285713,28583.721239005226,0.7237798611111111,0.8546524801587301,0,LP,0.004440999997314066,1.0231815394945443e-12,0
mean7,eval_december,evaluation,2025-12-13,1922.1565517195847,2001.8885422253966,51821.58600679014,0.0,24285.64495408501,0.0,24285.64495408501,2986.917110269258,1132.38245,20168.390903854193,16264.637840666663,29158.248518211054,0.7296965277777777,0.8555957341269842,0,LP,0.005036499991547316,7.958078640513122e-13,0
mean7,eval_december,evaluation,2025-12-14,2001.8885422253966,1739.627803660316,97981.36402969199,0.0,75056.59107577111,0.0,75056.59107577111,5070.020763092303,0.0,22992.927006885355,18860.305540285714,69365.91165918382,0.9207375000000001,0.855952876984127,0,LP,0.004201700008707121,6.821210263296962e-13,0
mean7,eval_december,evaluation,2025-12-15,1739.627803660316,1911.330116133336,99872.19156622222,0.0,76624.21325448077,0.0,76624.21325448077,5856.481038444444,0.0,23113.79199939682,18567.63943828571,70863.3500585926,0.9144402777777779,0.8574713293650794,0,LP,0.00411879998864606,9.094947017729282e-13,0
mean7,eval_december,evaluation,2025-12-16,1911.330116133336,1830.002305755558,99682.9197661517,0.0,75926.10397873512,0.0,75926.10397873512,6019.673972596122,0.0,22728.155208222208,18483.000748,70824.81985738158,0.9109138888888888,0.8583177579365079,0,LP,0.004417899996042252,9.094947017729282e-13,0
mean7,eval_december,evaluation,2025-12-17,1830.002305755558,1875.848881186245,99301.84177987183,0.0,75837.8280477038,0.0,75837.8280477038,6848.438154174018,0.0,22212.0770586502,17950.520499619044,70482.46849203353,0.9088097222222221,0.8590515873015874,0,LP,0.0039329999999608845,1.0231815394945443e-12,0
mean7,eval_december,evaluation,2025-12-18,1875.848881186245,1865.7872980433888,98744.06427248204,0.0,74648.42216844569,0.0,74648.42216844569,6997.4544464268,0.0,23102.09623272193,18721.753373333337,70250.10734111449,0.9094777777777777,0.8580016865079366,0,LP,0.0038955000054556876,9.094947017729282e-13,0
mean7,eval_december,evaluation,2025-12-19,1865.7872980433888,1694.2762466719578,52224.09750531102,0.0,24122.969309358454,0.0,24122.969309358454,3934.6522071416844,1810.65698271605,19603.984008881824,16033.586993428573,29673.656627038188,0.7250944444444445,0.8596936507936507,0,LP,0.004621300002327189,1.0231815394945443e-12,0
mean7,eval_december,evaluation,2025-12-20,1694.2762466719578,1872.7814958687843,52488.17095303819,0.0,24219.87187015617,0.0,24219.87187015617,3795.8309026360967,1821.3181166666668,20284.289260306883,16269.619576571424,29750.397146804222,0.7189708333333333,0.8598814484126984,0,LP,0.004264899995177984,9.094947017729282e-13,0
mean7,eval_december,evaluation,2025-12-21,1872.7814958687843,1866.898438401062,98002.88393659025,0.0,74281.00673686313,0.0,74281.00673686313,4562.700099780128,0.0,23198.403799286294,18796.001829142853,69543.79707425283,0.9100763888888888,0.8583492063492064,0,LP,0.003912499989382923,9.094947017729282e-13,0
mean14,dev_march,development,2025-03-07,1607.6682326867735,1799.9208019068776,34105.28322439623,0.0,14082.992075686867,0.0,14082.992075686867,565.2098166337454,9475.432254961786,15628.043721943555,12485.688102476191,17117.655484821782,0.6085013888888889,0.7513812500000001,0,MILP,0.03975310001987964,1.6484591469634324e-12,0
mean14,dev_march,development,2025-03-08,1799.9208019068776,1746.8951542507957,32969.960558318635,0.0,13568.518769028098,0.0,13568.518769028098,509.3328688112868,10500.46662127925,15498.655970799531,12601.634419238095,16567.41457894565,0.5972631944444444,0.7504992063492062,0,MILP,0.10599650000222027,1.4210854715202004e-12,0
mean14,dev_march,development,2025-03-09,1746.8951542507957,1561.1631377291037,76873.9102503045,0.0,48596.71613421042,0.0,48596.71613421042,7848.288972299819,2007.797963789535,20270.826732024692,16586.528467809523,46327.24435423923,0.7838090277777777,0.7477834325396826,0,LP,0.004331100004492328,6.821210263296962e-13,0
mean14,dev_march,development,2025-03-10,1561.1631377291037,1492.0528197248711,75468.31508035741,0.0,49242.05094077317,0.0,49242.05094077317,3048.4390952827707,360.69671666666625,21470.03739269371,17452.92957428571,45148.52679383398,0.802451388888889,0.7455284722222222,0,LP,0.004185800004051998,6.821210263296962e-13,0
mean14,dev_march,development,2025-03-11,1492.0528197248711,1660.3619091830622,75212.64844544501,0.0,48126.31624568819,0.0,48126.31624568819,5785.330828725445,1440.661016666667,20506.629576529092,16458.891776476197,44795.198891047374,0.7893930555555556,0.7451143353174604,0,LP,0.00496489999932237,7.736034035588091e-13,0
mean14,dev_march,development,2025-03-12,1660.3619091830622,1461.79973104127,74725.50240643977,0.0,46963.1310684011,0.0,46963.1310684011,6599.761112459719,2063.319184865368,20029.43887425751,16402.5514484762,44508.13551942822,0.7801680555555556,0.744778373015873,0,LP,0.004510900005698204,9.094947017729282e-13,0
mean14,dev_march,development,2025-03-13,1461.79973104127,1411.4148678222232,74105.09665238566,31.119295977141405,47584.97006169195,193.14775464432972,47778.11781633628,2413.56839362139,0.0,22223.031131430933,18046.00159335619,43903.77879064115,0.7996374999999999,0.7429662202380952,2,LP,0.0043351999775040895,8.588685318500211e-13,0
mean14,dev_march,development,2025-03-14,1411.4148678222232,1920.35807457037,32440.3502877625,0.0,13099.816045592132,0.0,13099.816045592132,354.032023113465,12614.122854704288,15709.055476516161,12266.28604990476,16033.319255556762,0.5913868055555556,0.7430894841269842,0,MILP,0.10407770000165328,2.021099337273174e-12,0
mean14,dev_march,development,2025-03-15,1920.35807457037,1370.7079328285708,31490.08534513697,0.0,13136.1192292759,0.0,13136.1192292759,567.2663150476187,7657.394756388007,14926.23290141563,12584.933777714286,15633.589200050796,0.6047722222222222,0.7412829365079365,0,MILP,0.08909560000756755,8.526512829121202e-13,0
mean14,dev_march,development,2025-03-16,1370.7079328285708,1838.5584962412745,73812.7246110782,0.0,46171.064292937954,0.0,46171.064292937954,5512.9032541587285,488.8266500000001,21257.275086919464,16797.327313333335,43455.00062885777,0.784895138888889,0.7406079365079364,0,LP,0.004353199998149648,1.0231815394945443e-12,0
mean14,dev_march,development,2025-03-17,1838.5584962412745,1956.3184412920637,72433.18625341679,0.0,44218.72879105967,0.0,44218.72879105967,8161.8701742974745,2635.2772333333323,19325.912957405057,15548.005544952379,42504.769165026104,0.7601756944444445,0.7386509424603174,0,LP,0.004801800008863211,9.094947017729282e-13,0
mean14,dev_march,development,2025-03-18,1956.3184412920637,1825.798837915346,70256.25257404348,0.0,43465.3430566389,0.0,43465.3430566389,3874.039829326277,1253.98175,21682.843532050552,17680.570904000004,41020.78293219563,0.7760166666666666,0.7349599206349207,0,LP,0.004250600002706051,9.094947017729282e-13,0
mean14,dev_march,development,2025-03-19,1825.798837915346,2060.98474157037,69981.07601737327,0.0,42880.758430555215,0.0,42880.758430555215,4383.967977348614,1902.2185999999997,21146.06145650089,16916.642466476194,40804.20353206421,0.7718381944444445,0.7332019841269841,0,LP,0.004185300000244752,8.952838470577262e-13,0
mean14,dev_march,development,2025-03-20,2060.98474157037,1550.5062194888894,69155.06826177074,35.58052725809614,43300.178887571165,235.32960728504787,43535.508494856214,2440.0422835390914,1014.3316833333329,20982.861449279244,17455.54844378953,40235.79027169572,0.7786381944444444,0.7315832341269842,1,LP,0.0044787999941036105,9.601208716958354e-13,0
mean14,dev_april,development,2025-04-17,1618.0719069862432,1991.3480338359827,60737.17701478541,0.0,36098.71789037143,0.0,36098.71789037143,1872.0302529371002,1733.823486250443,20668.59163912169,16405.610713523805,33822.41877687854,0.7477673611111111,0.7001568948412699,0,LP,0.00483739998890087,9.094947017729282e-13,0
mean14,dev_april,development,2025-04-18,1991.3480338359827,2146.0427089597865,26903.848909910634,0.0,10690.859352456162,0.0,10690.859352456162,432.5333284761913,17494.845091991767,13069.095255252198,10446.741949142855,12737.354472545885,0.5594201388888889,0.6989642857142857,0,MILP,0.06660530000226572,2.6147972675971687e-11,0
mean14,dev_april,development,2025-04-19,2146.0427089597865,2102.49358338201,26817.02145039507,0.0,10644.18908450163,0.0,10644.18908450163,502.6140351428577,17138.474211944736,12791.832454355084,10400.578501047614,12724.459952075766,0.5579763888888889,0.6989583829365079,0,MILP,0.07923100001062267,7.747126397185235e-11,0
mean14,dev_april,development,2025-04-20,2102.49358338201,2063.3998629513258,59893.79465677364,0.0,35571.64259577677,0.0,35571.64259577677,1807.0209708018835,2248.6708425925945,20608.11741280776,16727.7594527619,33174.73490195758,0.7454388888888889,0.6977046626984128,0,LP,0.005604000005405396,9.094947017729282e-13,0
mean14,dev_april,development,2025-04-21,2063.3998629513258,1556.6358251216939,59500.8995760529,0.0,34912.55264558223,0.0,34912.55264558223,3333.8553809688483,4531.779607807177,18812.851778895933,15694.49757495238,32881.70428102811,0.7339520833333333,0.6969726686507937,0,LP,0.004506900004344061,9.094947017729282e-13,0
mean14,dev_april,development,2025-04-22,1556.6358251216939,1770.9271901259242,59562.37393252675,0.0,35522.865673192835,0.0,35522.865673192835,1289.531599633162,2114.6451166666666,20065.293005560266,16060.025105999997,33017.55004118599,0.7509583333333334,0.6957038194444444,0,LP,0.005402999988291413,9.094947017729282e-13,0
