method,window,period,date,e_start,e_end,plan_kwh,emergency_kwh,plan_cost,emergency_cost,total_cost,paid_grid_spill_kwh,pv_spill_kwh,charge_kwh,discharge_kwh,predicted_plan_cost,actual_mean_price,forecast_mean_price,emergency_slots,solver,solve_seconds,max_plan_audit,plan_mutual_count
fixed_attachment1,dev_march,development,2025-03-17,1822.317553566139,1941.2955254317476,72292.89841194473,0.0,44291.79878210784,0.0,44291.79878210784,8171.39584364609,2635.2772333333323,18531.651194489128,14903.557292857142,43887.401976904905,0.7601756944444445,0.7661972222222223,0,LP,0.004366000008303672,9.094947017729282e-13,0
fixed_attachment1,dev_march,development,2025-03-18,1941.2955254317476,1796.3681319396808,70198.11963049615,0.0,43415.93103732176,0.0,43415.93103732176,3916.0503070405625,1253.98175,21224.020320693704,17321.89111390476,42545.86464242298,0.7760166666666666,0.7661972222222223,0,LP,0.004286000010324642,9.094947017729282e-13,0
fixed_attachment1,dev_march,development,2025-03-19,1796.3681319396808,1986.1235553100555,70013.77680179068,0.0,43151.85620601222,0.0,43151.85620601222,4492.030850397412,1902.2185999999997,20964.615896631396,16810.558995238098,42450.10499586996,0.7718381944444445,0.7661972222222223,0,LP,0.004498599999351427,1.0231815394945443e-12,0
fixed_attachment1,dev_march,development,2025-03-20,1986.1235553100555,1550.5062194888894,69110.50468185419,50.64200556857077,43375.370144417204,334.94622483052706,43710.31636924773,2437.336416600817,1014.3316833333329,20487.22301611052,16986.70624528857,41961.660266083396,0.7786381944444444,0.7661972222222223,1,LP,0.005727199983084574,9.601208716958354e-13,0
fixed_attachment1,dev_april,development,2025-04-17,1618.0719069862432,1945.3748361206358,60586.32635317931,0.0,36046.37008216518,0.0,36046.37008216518,1816.2643498542097,1838.5459606502075,19834.742402389173,15771.568709714285,36239.50511277381,0.7477673611111111,0.7661972222222223,0,LP,0.0047283999738283455,9.094947017729282e-13,0
fixed_attachment1,dev_april,development,2025-04-18,1945.3748361206358,2146.0427089597865,26954.930240705464,0.0,10742.513159618442,0.0,10742.513159618442,425.43538914285807,17502.611975818927,13116.655825553202,10443.890133142855,13547.54535268112,0.5594201388888889,0.7661972222222223,0,MILP,0.06796399998711422,1.8189894035458565e-12,0
fixed_attachment1,dev_april,development,2025-04-19,2146.0427089597865,2102.49358338201,26817.02145039507,0.0,10663.355379304432,0.0,10663.355379304432,460.78709580952443,17185.327325582595,12765.378905383892,10379.151126380948,13505.027959658208,0.5579763888888889,0.7661972222222223,0,MILP,0.09238929999992251,5.002220859751105e-12,0
fixed_attachment1,dev_april,development,2025-04-20,2102.49358338201,1969.5795107566153,59747.44418864078,0.0,35529.08940691602,0.0,35529.08940691602,1745.2272619870698,2416.319024331574,19725.135180798352,16096.982161809523,35625.84797363681,0.7454388888888889,0.7661972222222223,0,LP,0.004873700003372505,9.094947017729282e-13,0
fixed_attachment1,dev_april,development,2025-04-21,1969.5795107566153,1477.9647709417982,59458.541821912986,0.0,35032.65098685314,0.0,35032.65098685314,3323.1289176002415,4615.290849020581,18135.07861995884,15131.866948000003,35392.737631121985,0.7339520833333333,0.7661972222222223,0,LP,0.004511800012551248,9.094947017729282e-13,0
fixed_attachment1,dev_april,development,2025-04-22,1477.9647709417982,1705.933222255025,59504.85570919107,0.0,35669.23334021509,0.0,35669.23334021509,1367.2054475096998,2114.6451166666666,19288.96959034803,15418.893762,35541.4757372072,0.7509583333333334,0.7661972222222223,0,LP,0.005422299989731982,7.602807272633072e-13,0
fixed_attachment1,dev_april,development,2025-04-23,1705.933222255025,1854.0215778994727,59679.406479073485,0.0,36165.28066013354,0.0,36165.28066013354,2269.3696329582617,2345.5203256754867,18585.89622996354,14921.296426190476,35489.645995477505,0.7479125,0.7661972222222223,0,LP,0.00498120000702329,1.0231815394945443e-12,0
fixed_attachment1,dev_april,development,2025-04-24,1854.0215778994727,1815.1178250148155,58569.882849021735,0.0,35028.95903495897,0.0,35028.95903495897,2881.849446711348,5185.066208582019,18146.704585918855,14733.844092190477,34952.294862642375,0.7361847222222223,0.7661972222222223,0,LP,0.005260699981590733,9.094947017729282e-13,0
