method,window,period,date,selected_plan,e_start,e_end,plan_kwh,emergency_kwh,plan_cost,emergency_cost,total_cost,paid_grid_spill_kwh,pv_spill_kwh,charge_kwh,discharge_kwh,inventory_adjusted_day_cost,emergency_slots,solver,solve_seconds,max_plan_audit,plan_mutual_count
mean14,dev_march,development,2025-03-17,mean14,1838.5584962412745,1956.3184412920637,72433.1862534168,0.0,44218.728791059686,0.0,44218.728791059686,8161.870174297475,2635.277233333333,19325.912957405046,15548.00554495238,44138.162367853634,0,LP,0.005539500009035692,9.094947017729282e-13,0
mean14,dev_march,development,2025-03-18,mean14,1956.3184412920637,1825.798837915346,70256.2525740435,0.0,43465.343056638885,0.0,43465.343056638885,3874.0398293262765,1253.98175,21682.843532050556,17680.570904,43556.499905431236,0,LP,0.005680699978256598,9.094947017729282e-13,0
mean14,dev_march,development,2025-03-19,mean14,1825.798837915346,2060.98474157037,69981.0760173733,0.0,42880.75843055519,0.0,42880.75843055519,4383.967977348611,1902.2185999999997,21146.061456500884,16916.64246647619,42717.385513642905,0,LP,0.006309499993221834,8.952838470577262e-13,0
mean14,dev_march,development,2025-03-20,mean14,2060.98474157037,1550.5062194888894,69155.06826177072,35.58052725809614,43300.17888757115,235.32960728504787,43535.5084948562,2440.0422835390914,1014.3316833333329,20982.861449279248,17455.548443789525,43893.23876211877,1,LP,0.005273500020848587,9.601208716958354e-13,0
mean14,dev_april,development,2025-04-17,mean14,1618.0719069862432,1991.3480338359827,60737.177014785426,0.0,36098.717890371445,0.0,36098.717890371445,1872.0302529371004,1733.823486250443,20668.591639121692,16405.610713523805,35847.50655646526,0,LP,0.005433699989225715,9.094947017729282e-13,0
mean14,dev_april,development,2025-04-18,mean14,1991.3480338359827,2146.0427089597865,26903.848909910634,0.0,10690.859352456162,0.0,10690.859352456162,432.5333284761913,17494.84509199177,13069.0952552522,10446.741949142859,10612.973967477345,0,MILP,0.09068039999692701,2.6147972675971687e-11,0
mean14,dev_april,development,2025-04-19,mean14,2146.0427089597865,2102.49358338201,26817.021450395066,0.0,10644.189084501631,0.0,10644.189084501631,502.6140351428577,17138.474211944736,12791.83245435509,10400.578501047616,10666.058529947872,0,MILP,0.10748770000645891,7.747126397185235e-11,0
mean14,dev_april,development,2025-04-20,mean14,2102.49358338201,2063.3998629513258,59893.794656773665,0.0,35571.64259577677,0.0,35571.64259577677,1807.0209708018835,2248.6708425925954,20608.11741280776,16727.759452761904,35597.87037734511,0,LP,0.005725900002289563,9.094947017729282e-13,0
mean14,dev_april,development,2025-04-21,mean14,2063.3998629513258,1556.6358251216939,59500.89957605291,0.0,34912.55264558221,0.0,34912.55264558221,3333.855380968847,4531.779607807178,18812.85177889593,15694.497574952378,35247.299114773334,0,LP,0.006064700020942837,9.094947017729282e-13,0
mean14,dev_april,development,2025-04-22,mean14,1556.6358251216939,1770.9271901259242,59562.373932526745,0.0,35522.86567319285,0.0,35522.86567319285,1289.5315996331622,2114.6451166666666,20065.293005560256,16060.025106,35378.03417551268,0,LP,0.005406699987361208,9.094947017729282e-13,0
mean14,dev_april,development,2025-04-23,mean14,1770.9271901259242,1924.687345986243,59755.85006062904,0.0,36212.0942214588,0.0,36212.0942214588,2156.239540919457,2377.420133333333,19388.892260185774,15566.61859047619,36108.5949931459,0,LP,0.005708200013032183,9.094947017729282e-13,0
mean14,dev_april,development,2025-04-24,mean14,1924.687345986243,1811.7563899714291,58635.85249393298,0.0,34933.74464091011,0.0,34933.74464091011,2764.374800646678,5304.634016666667,18833.551773857733,15356.814797238094,35008.56888094576,0,LP,0.005644799995934591,9.094947017729282e-13,0
mean14,dev_april,development,2025-04-25,mean14,1811.7563899714291,1757.9912371132332,26134.420847982365,0.0,9950.098480769286,0.0,9950.098480769286,277.03426780952486,21542.201724992356,12437.97811975191,10123.150914571426,9976.261813866024,0,MILP,0.12511789999553002,4.149569576838985e-12,0
mean14,dev_april,development,2025-04-26,mean14,1757.9912371132332,1528.5528376656105,26058.808989927096,0.0,10088.179625726547,0.0,10088.179625726547,62.003718952381064,23785.708500553792,12354.724718897112,10213.821581809521,10199.233403620183,0,MILP,0.12175970000680536,1.383426706524915e-11,0
mean14,dev_april,development,2025-04-27,mean14,1528.5528376656105,1485.078089274073,55806.05916888888,411.3873713276216,32802.06536755188,2698.906849594862,35500.972217146744,1454.7076585714296,2413.306432616107,20079.413364463253,16303.452098767617,35529.68313118654,1,LP,0.006405899999663234,8.810729923425242e-13,0
mean14,dev_april,development,2025-04-28,mean14,1485.078089274073,1504.9808207925923,55359.6419113933,4391.780812338089,33353.4638060626,27812.1553590643,61165.6191651269,122.72807180952339,0.0,15730.604615202825,12723.877279947623,61151.89728907749,12,LP,0.0051781999936793,9.094947017729282e-13,0
mean14,dev_april,development,2025-04-29,mean14,1504.9808207925923,1708.2381589777765,57695.52719732746,87.07197811047126,33895.89087473322,576.2423511350988,34472.13322586831,1961.6986724761887,4717.837225944742,18352.199768335096,14682.350207984764,34338.523157934804,1,LP,0.005950199993094429,8.952838470577262e-13,0
mean14,dev_april,development,2025-04-30,mean14,1708.2381589777765,1638.142711064552,57021.52832893709,0.0,33611.7134738899,0.0,33611.7134738899,2000.5749813650798,3373.2764643621376,18178.46501578131,14787.64256590476,33657.731004015965,0,LP,0.007367399986833334,8.86402062860725e-13,0
mean14,val_june,validation,2025-06-08,mean14,1781.3549957153423,2171.0779953894194,87309.43287990359,19.011776857142877,59334.63628437321,131.58670150204773,59466.22298587526,17139.885046746625,1625.3386999999998,15934.457598109344,12556.1599547619,59186.64691044532,3,LP,0.0050688000046648085,9.094947017729282e-13,0
mean14,val_june,validation,2025-06-09,mean14,2171.0779953894194,2138.257540046561,85490.01496690299,26.182083523809524,59592.237893518635,184.1079778854762,59776.34587140411,10085.108831059384,964.5978262504459,18754.295103116976,15220.517443333332,59800.54539825484,2,LP,0.005097399989608675,9.094947017729282e-13,0
mean14,val_june,validation,2025-06-10,mean14,2138.257540046561,2282.374572296297,86198.97575727101,0.0,59723.584763108476,0.0,59723.584763108476,10252.144226726634,458.2999333333329,19686.22123606819,15816.133872190474,59617.639108459276,0,LP,0.005008000007364899,9.094947017729282e-13,0
mean14,val_june,validation,2025-06-11,mean14,2282.374572296297,2422.400642355556,86705.77607239976,2.011921428571327,60127.55665910553,13.950663185713582,60141.50732229125,6121.284084507943,0.0,23031.758576844204,18529.700984190473,60036.69404565126,1,LP,0.006301699992036447,8.526512829121202e-13,0
mean14,val_june,validation,2025-06-12,mean14,2422.400642355556,2566.014159001057,87405.72464227278,0.0,61047.29657165055,0.0,61047.29657165055,10741.502776256322,448.5068666666666,19126.691584397413,15363.368018380952,60941.053446238955,0,LP,0.005074199987575412,8.526512829121202e-13,0
mean14,val_june,validation,2025-06-13,mean14,2566.014159001057,2575.636351815873,39972.729549917145,0.0,20218.31771720694,0.0,20218.31771720694,1717.367784611407,7501.9548069594375,12628.596235857729,10220.502977511425,20212.775081563046,0,LP,0.005949099984718487,8.526512829121202e-13,0
mean14,val_june,validation,2025-06-14,mean14,2575.636351815873,2621.9770834973533,40085.375813774255,0.0,20755.636043403207,0.0,20755.636043403207,1773.2595711428594,9830.683988165787,11823.067610275137,9534.978105809523,20729.074433855058,0,LP,0.005697299988241866,9.094947017729282e-13,0
mean14,val_june,validation,2025-06-15,mean14,2621.9770834973533,3334.1899856793657,88525.13867581423,0.0,61606.59337067426,0.0,61606.59337067426,13313.132068965322,298.84709999999995,19185.229271325097,14899.044097809523,61082.37307022076,0,LP,0.004793200001586229,9.094947017729282e-13,0
mean14,val_june,validation,2025-06-16,mean14,3334.1899856793657,3177.1414284984144,87140.94532746737,0.0,61555.62243558561,0.0,61555.62243558561,10758.201807617877,134.01041666666652,19452.75783146855,15898.077544952379,61671.98245995073,0,LP,0.005303999991156161,9.663381206337363e-13,0
mean14,val_june,validation,2025-06-17,mean14,3177.1414284984144,2714.8833426867736,86297.67253812814,0.0,60468.10706902235,0.0,60468.10706902235,8369.884734480891,194.24276666666685,18487.189987075828,15390.656166761903,60812.842392565064,0,LP,0.004902299988316372,9.094947017729282e-13,0
mean14,val_june,validation,2025-06-18,mean14,2714.8833426867736,2982.7764268380965,87076.35592540976,0.0,61041.34442682031,0.0,61041.34442682031,12581.41302877367,88.67290000000003,17035.65958368371,13557.780487047617,60843.62727552785,0,LP,0.0052349999896250665,9.094947017729282e-13,0
mean14,val_june,validation,2025-06-19,mean14,2982.7764268380965,2748.828737898414,85070.253296,48.66240171428569,58562.84454532041,334.32397563485705,58897.16852095527,11921.529725077016,1736.3104999999996,17958.54838254203,14756.97710990476,59067.27641831979,2,LP,0.005419900000561029,9.094947017729282e-13,0
mean14,val_june,validation,2025-06-20,mean14,2748.828737898414,2884.6010395206395,36593.65816173545,0.0,18777.411567515053,0.0,18777.411567515053,1407.5243536190487,10477.990975604942,11501.931110797175,9194.36912828571,18701.49092104007,0,LP,0.005208800022955984,9.094947017729282e-13,0
mean14,val_june,validation,2025-06-21,mean14,2884.6010395206395,3117.437340286773,35252.93467776476,0.0,18137.9645084634,0.0,18137.9645084634,1836.381907809525,11560.886014392712,12165.124657226337,9644.198301663811,18010.23677133868,0,MILP,0.11327959998743609,1.1368683772161603e-12,0
mean14,val_august,validation,2025-08-18,mean14,2178.160729337569,2134.924192117462,72442.89799171193,102.00601809523812,52944.055423831145,860.0659960050001,53804.12141983614,2419.521094069376,2044.6419833333339,19608.09578545208,15921.470469714286,53837.102466610326,4,LP,0.008431899972492829,8.668621376273222e-13,0
mean14,val_august,validation,2025-08-19,mean14,2134.924192117462,1852.4128791502637,72320.79132383892,115.82866466666655,52908.39769160481,987.5119954816656,53895.909687086474,1875.1948886807752,3072.624321889476,18028.42584003057,14857.285112095238,54110.229478747075,4,LP,0.006110699992859736,8.526512829121202e-13,0
mean14,val_august,validation,2025-08-20,mean14,1852.4128791502637,1630.2109173555552,72871.02814889594,1717.1356129085539,53889.65918542745,11000.159515006164,64889.818700433614,335.32722333333334,0.0,20011.19598641976,16409.050514615254,65063.072625321925,11,LP,0.005615000001853332,8.810729923425242e-13,0
mean14,val_august,validation,2025-08-21,mean14,1630.2109173555552,1854.96182146032,74223.70503470546,0.0,53883.7995030932,0.0,53883.7995030932,2687.1381331663724,1929.3087967125177,18739.809514731336,14976.969893238094,53712.430029038245,0,LP,0.0052832999790553,9.094947017729282e-13,0
mean14,val_august,validation,2025-08-22,mean14,1854.96182146032,1486.6533281999998,40281.695549542856,33.57257334380829,22750.17936909998,68.55519476805651,22818.734563868038,84.03061076190511,16781.78014360964,13422.976907628456,11204.088939113335,23037.665879588687,1,MILP,0.11646799999289215,1.8758328224066645e-12,0
mean14,val_august,validation,2025-08-23,mean14,1486.6533281999998,1916.1332087280398,40891.314579572376,0.0,22721.348995981534,0.0,22721.348995981534,435.34812995532053,15031.781901650791,13198.139502584363,10303.961104618096,22466.548514586484,0,MILP,0.11249349999707192,1.0231815394945443e-12,0
mean14,val_august,validation,2025-08-24,mean14,1916.1332087280398,2100.0782866380923,76191.91484413992,0.0,54822.52859302708,0.0,54822.52859302708,4171.956141587306,4337.099985784833,19914.308754291593,15965.039520857143,54683.296999621074,0,LP,0.006651199975749478,1.0231815394945443e-12,0
mean14,val_august,validation,2025-08-25,mean14,2100.0782866380923,1707.2043083703695,76204.94830689124,194.44487727809246,55361.0136517871,1651.7392593657878,57012.752911152886,1268.760772564377,848.1037247454473,20331.727634914754,16822.285964721905,57316.89286378153,3,LP,0.005504899978404865,9.094947017729282e-13,0
mean14,val_august,validation,2025-08-26,mean14,1707.2043083703695,2289.724857334393,77810.48083583773,0.0,55600.84834364488,0.0,55600.84834364488,5399.989963283944,2495.178783333334,20327.5011148395,15941.00740895238,55158.14656129526,0,LP,0.00758430000860244,9.094947017729282e-13,0
mean14,val_august,validation,2025-08-27,mean14,2289.724857334393,1885.1668969915347,76984.80180751321,16.225255619048085,55440.75394942533,134.3372614190515,55575.09121084438,3149.673414190475,2413.5014,20462.1344557037,16938.431073428572,55885.81144658826,2,LP,0.008151599991833791,7.673861546209082e-13,0
mean14,val_august,validation,2025-08-28,mean14,1885.1668969915347,1928.8909241407414,76463.18450198119,46.880709523809514,55493.47493569688,388.3171611380952,55881.79209683497,1681.3897400482101,0.0,21165.941387837738,17105.060899714284,55847.811777843344,3,LP,0.006550899997819215,8.242295734817162e-13,0
mean14,val_august,validation,2025-08-29,mean14,1928.8909241407414,1784.4022373777775,41237.63937088066,0.0,23127.229767849167,0.0,23127.229767849167,935.0406792380963,15194.943568605528,14118.287321703701,11565.852548666666,23213.642220327478,0,MILP,0.10099050001008436,7.958078640513122e-13,0
mean14,val_august,validation,2025-08-30,mean14,1784.4022373777775,1574.0628858211644,41384.38355317107,0.0,23501.318090701345,0.0,23501.318090701345,775.7798762622007,19893.057324432688,12590.168081809521,10387.341562666667,23625.249247865933,0,MILP,0.12888219999149442,4.092726157978177e-12,0
mean14,val_august,validation,2025-08-31,mean14,1574.0628858211644,2395.7523527111116,78414.74288740623,26.50513619047615,56014.86953148211,218.3203532838092,56233.18988476592,4539.249831626106,2629.044000000001,20456.897833875366,15830.566725238095,55607.15700528447,3,LP,0.005388699995819479,9.348077867343818e-13,0
mean14,eval_september,evaluation,2025-09-10,mean14,4786.2408636984155,4596.088809841269,67860.3791468054,968.5033833333317,45661.13760540146,5167.422119424991,50828.55972482645,3864.563686658431,0.0,20102.405483956492,16454.085290476192,50962.35855369256,7,LP,0.010008599987486377,9.094947017729282e-13,0
mean14,eval_september,evaluation,2025-09-11,mean14,4596.088809841269,4802.58733751852,69292.72779655732,0.0,45546.34378408827,0.0,45546.34378408827,7376.39198123692,4680.02805,18707.227931987065,14967.005949999997,45406.387858216054,0,LP,0.009052799985511228,8.952838470577262e-13,0
mean14,eval_september,evaluation,2025-09-12,mean14,4802.58733751852,5090.179315724865,35096.855935757136,0.0,17572.68698908223,0.0,17572.68698908223,1114.4127548571428,19762.82313299236,12679.637197483831,10011.673349576191,17423.83603172712,0,MILP,0.09666670000297017,1.8189894035458565e-12,0
mean14,eval_september,evaluation,2025-09-13,mean14,5090.179315724865,5450.036683296296,35155.667926419046,0.0,17568.39046904141,0.0,17568.39046904141,725.114016449148,23653.009371646087,12876.691706190477,10106.248651199998,17384.912017235456,0,MILP,0.09307569998782128,3.637978807091713e-12,0
mean14,eval_september,evaluation,2025-09-14,mean14,5450.036683296296,4949.312271687833,68050.33159419635,0.0,45840.92316843022,0.0,45840.92316843022,4723.577254285706,146.7241269077006,18586.091755002944,15505.386292,46190.58684887534,0,LP,0.005950499995378777,1.0231815394945443e-12,0
mean14,eval_september,evaluation,2025-09-15,mean14,4949.312271687833,4326.602948687832,66921.22535782833,0.0,44414.88048162858,0.0,44414.88048162858,5398.135520412695,3405.924111568486,19003.01833270429,15952.883240190476,44841.78119317119,0,LP,0.005380299990065396,7.105427357601002e-13,0
mean14,eval_september,evaluation,2025-09-16,mean14,4326.602948687832,3937.5010263756626,67094.93344657966,0.0,45117.93703178076,0.0,45117.93703178076,3022.2157150970006,1430.3384217530897,18425.268718300995,15274.659391904761,45390.36747225373,0,LP,0.008038400002988055,7.673861546209082e-13,0
mean14,eval_september,evaluation,2025-09-17,mean14,3937.5010263756626,4145.127008402115,68330.65777813167,7.62916666666672,45673.09068224569,38.19542291666694,45711.286105162355,4378.899014865371,0.0,20065.295505837737,16066.02597590476,45565.89614101457,1,LP,0.006017599982442334,9.094947017729282e-13,0
mean14,eval_september,evaluation,2025-09-18,mean14,4145.127008402115,4008.224868169312,68223.99294834097,0.0,45016.748448667844,0.0,45016.748448667844,4211.157454192826,1526.2655031651957,19230.16210803057,15699.643233714285,45111.60015532593,0,LP,0.005817400000523776,9.094947017729282e-13,0
mean14,eval_september,evaluation,2025-09-19,mean14,4008.224868169312,4564.305045068782,34937.924518430336,0.0,17167.130853751136,0.0,17167.130853751136,480.1960529276891,15281.194618636091,13551.101952580837,10475.92042238095,16870.224702649753,0,MILP,0.09331160000874661,4.042198674546348e-12,0
mean14,eval_september,evaluation,2025-09-20,mean14,4564.305045068782,4661.9370001481475,34487.887795937684,0.0,16765.05231045667,0.0,16765.05231045667,605.289947142857,15593.405164015287,13452.053641446206,10808.294689999999,16713.432831326885,0,MILP,0.09302069997647777,1.6200374375330284e-12,0
mean14,eval_september,evaluation,2025-09-21,mean14,4661.9370001481475,4208.748330640212,70788.86990714168,0.0,47537.38767051829,0.0,47537.38767051829,6213.7610405784835,3430.7977519188707,17182.59702035861,14325.773389047617,47853.01743398422,0,LP,0.00594280002405867,7.815970093361102e-13,0
mean14,eval_september,evaluation,2025-09-22,mean14,4208.748330640212,3246.7626313650803,68412.61941312875,0.0,45921.09019542622,0.0,45921.09019542622,2734.205888627871,2524.7006999999994,17923.579318500877,15383.886377333334,46598.27942718989,0,LP,0.005667999997967854,8.881784197001252e-13,0
mean14,eval_september,evaluation,2025-09-23,mean14,3246.7626313650803,2999.5005294867733,70378.57645930159,0.0,46536.67237080389,0.0,46536.67237080389,2919.963198380948,1785.7420661846013,19888.37633206937,16332.120720666664,46710.64026774936,0,LP,0.005386100005125627,9.094947017729282e-13,0
mean14,eval_december,evaluation,2025-12-08,mean14,1451.3861965089911,1823.0339727153448,96889.40221220929,0.0,73396.71127566401,0.0,73396.71127566401,4305.996233497942,0.0,23166.90454452087,18430.70968247619,73092.82836129196,0,LP,0.0068076000025030226,9.663381206337363e-13,0
mean14,eval_december,evaluation,2025-12-09,mean14,1823.0339727153448,1681.167125725927,96867.09747589417,28.02018466666675,72639.9440290359,207.1730520160006,72847.1170810519,5211.0980025185145,0.0,23280.239756137566,18984.674364761908,72962.76684605089,2,LP,0.004924100008793175,9.094947017729282e-13,0
mean14,eval_december,evaluation,2025-12-10,mean14,1681.167125725927,1640.7699979100528,96997.72461758376,0.0,73799.82804260356,0.0,73799.82804260356,4357.173235080536,0.0,22575.21226774133,18322.279351904766,73833.13721661389,0,LP,0.005113799998071045,9.094947017729282e-13,0
mean14,eval_december,evaluation,2025-12-11,mean14,1640.7699979100528,1849.5066304476222,97452.91486830216,0.0,72544.99077349133,0.0,72544.99077349133,7013.5284114791275,0.0,22580.362039680185,18102.23028285714,72376.3585797028,0,LP,0.004866200004471466,9.094947017729282e-13,0
mean14,eval_december,evaluation,2025-12-12,mean14,1849.5066304476222,1922.1565517195847,50946.63655140623,0.0,23513.807161643017,0.0,23513.807161643017,2015.8044465467424,1328.8133463915274,20116.949189420335,16229.343914285711,23466.48286670786,0,LP,0.0061993999988771975,1.0231815394945443e-12,0
mean14,eval_december,evaluation,2025-12-13,mean14,1922.1565517195847,2001.8885422253966,51821.586006790116,0.0,24265.65428328015,0.0,24265.65428328015,2986.9171102692576,1132.38245,20168.390903854193,16264.637840666666,24213.29214231774,0,LP,0.006523799995193258,7.958078640513122e-13,0
mean14,eval_december,evaluation,2025-12-14,mean14,2001.8885422253966,1739.627803660316,97981.36402969193,0.0,75080.75409603288,0.0,75080.75409603288,5070.020763092304,0.0,22992.927006885355,18860.305540285714,75298.08006313,0,LP,0.005619999981718138,6.821210263296962e-13,0
mean14,eval_december,evaluation,2025-12-15,mean14,1739.627803660316,1911.330116133336,99872.19156622222,0.0,76565.54452005666,0.0,76565.54452005666,5856.481038444449,0.0,23113.791999396824,18567.639438285714,76424.23416077504,0,LP,0.005140599998412654,9.094947017729282e-13,0
mean14,eval_december,evaluation,2025-12-16,mean14,1911.330116133336,1830.002305755558,99682.91976615167,0.0,75884.50974272215,0.0,75884.50974272215,6019.67397259612,0.0,22728.15520822222,18483.000748,75951.18411154559,0,LP,0.005257200013147667,9.094947017729282e-13,0
mean14,eval_december,evaluation,2025-12-17,mean14,1830.002305755558,1875.848881186245,99301.84177987183,0.0,75798.81816862793,0.0,75798.81816862793,6848.438154174015,0.0,22212.0770586502,17950.520499619044,75761.31893649412,0,LP,0.005975900014163926,1.0231815394945443e-12,0
mean14,eval_december,evaluation,2025-12-18,mean14,1875.848881186245,1865.7872980433888,98744.06427248206,0.0,74616.13279862392,0.0,74616.13279862392,7015.193275529683,0.0,23008.733974285715,18646.129944,74624.36850627384,0,LP,0.005629299994325265,9.094947017729282e-13,0
mean14,eval_december,evaluation,2025-12-19,mean14,1865.7872980433888,1694.2762466719578,52224.09750531099,0.0,24123.14758611462,0.0,24123.14758611462,3934.652207141687,1810.65698271605,19603.984008881824,16033.58699342857,24235.073125573846,0,LP,0.005063399992650375,1.0231815394945443e-12,0
mean14,eval_december,evaluation,2025-12-20,mean14,1694.2762466719578,1872.7814958687843,52488.170953038214,0.0,24201.309429357596,0.0,24201.309429357596,3795.830902636096,1821.318116666667,20284.289260306876,16269.619576571426,24085.80336836512,0,LP,0.005824599997140467,9.094947017729282e-13,0
mean14,eval_december,evaluation,2025-12-21,mean14,1872.7814958687843,1866.898438401062,97965.79764183186,0.0,74285.28370205458,0.0,74285.28370205458,4540.82290248089,0.0,23118.3559179224,18731.163045238092,74290.10233058085,0,LP,0.004926599998725578,9.094947017729282e-13,0
rolling_cost_selector,dev_march,development,2025-03-07,mean14,1607.6682326867735,1799.9208019068776,34105.28322439623,0.0,14082.992075686865,0.0,14082.992075686865,565.2098166337454,9475.432254961785,15628.04372194356,12485.68810247619,13977.704715837763,0,MILP,0.057113900023978204,1.6484591469634324e-12,0
rolling_cost_selector,dev_march,development,2025-03-08,mean14,1799.9208019068776,1746.8951542507957,32969.96055831864,0.0,13568.518769028096,0.0,13568.518769028096,509.3328688112868,10500.46662127925,15498.65597079953,12601.634419238093,13597.022009963997,0,MILP,0.13430360000347719,1.4210854715202004e-12,0
rolling_cost_selector,dev_march,development,2025-03-09,mean14,1746.8951542507957,1561.1631377291037,76873.91025030451,0.0,48596.71613421043,0.0,48596.71613421043,7848.288972299819,2007.7979637895348,20270.826732024692,16586.528467809523,48727.7367223778,0,LP,0.005880099983187392,6.821210263296962e-13,0
rolling_cost_selector,dev_march,development,2025-03-10,mean14,1561.1631377291037,1492.0528197248711,75468.31508035742,0.0,49242.05094077318,0.0,49242.05094077318,3048.439095282771,360.69671666666625,21470.037392693706,17452.929574285714,49291.962844375324,0,LP,0.00516490000882186,6.821210263296962e-13,0
rolling_cost_selector,dev_march,development,2025-03-11,mean14,1492.0528197248711,1660.3619091830622,75212.64844544501,0.0,48126.316245688184,0.0,48126.316245688184,5785.330828725446,1440.661016666667,20506.629576529103,16458.891776476194,48006.740421923525,0,LP,0.004882600012933835,7.736034035588091e-13,0
rolling_cost_selector,dev_march,development,2025-03-12,mean14,1660.3619091830622,1461.79973104127,74725.50240643973,0.0,46963.13106840106,0.0,46963.13106840106,6599.761112459718,2063.319184865368,20029.43887425751,16402.551448476195,47102.55174998604,0,LP,0.005806100001791492,9.094947017729282e-13,0
rolling_cost_selector,dev_march,development,2025-03-13,mean14,1461.79973104127,1411.4148678222232,74105.09665238565,31.119295977141405,47584.970061691936,193.14775464432972,47778.117816336264,2413.5683936213895,0.0,22223.031131430926,18046.00159335619,47814.37847979235,2,LP,0.006569600023794919,8.588685318500211e-13,0
rolling_cost_selector,dev_march,development,2025-03-14,mean14,1411.4148678222232,1920.35807457037,32440.35028776249,0.0,13099.816045592132,0.0,13099.816045592132,354.032023113465,12614.122854704287,15709.055476516165,12266.28604990476,12828.931978068944,0,MILP,0.1281719999969937,2.021099337273174e-12,0
rolling_cost_selector,dev_march,development,2025-03-15,mean14,1920.35807457037,1370.7079328285708,31490.085345136977,0.0,13136.119229275908,0.0,13136.119229275908,567.2663150476187,7657.394756388007,14926.232901415637,12584.933777714285,13435.29105317526,0,MILP,0.11833090000436641,8.526512829121202e-13,0
rolling_cost_selector,dev_march,development,2025-03-16,mean14,1370.7079328285708,1838.5584962412745,73812.72461107819,0.0,46171.064292937954,0.0,46171.064292937954,5512.903254158728,488.8266500000001,21257.27508691946,16797.327313333335,45840.5720232838,0,LP,0.0048624999762978405,1.0231815394945443e-12,0
rolling_cost_selector,dev_march,development,2025-03-17,mean14,1838.5584962412745,1956.3184412920637,72433.1862534168,0.0,44218.728791059686,0.0,44218.728791059686,8161.870174297475,2635.277233333333,19325.912957405046,15548.00554495238,44138.162367853634,0,LP,0.005828800000017509,9.094947017729282e-13,0
rolling_cost_selector,dev_march,development,2025-03-18,mean14,1956.3184412920637,1825.798837915346,70256.2525740435,0.0,43465.343056638885,0.0,43465.343056638885,3874.0398293262765,1253.98175,21682.843532050556,17680.570904,43556.499905431236,0,LP,0.0064332000038120896,9.094947017729282e-13,0
rolling_cost_selector,dev_march,development,2025-03-19,mean14,1825.798837915346,2060.98474157037,69981.0760173733,0.0,42880.75843055519,0.0,42880.75843055519,4383.967977348611,1902.2185999999997,21146.061456500884,16916.64246647619,42717.385513642905,0,LP,0.00501680001616478,8.952838470577262e-13,0
rolling_cost_selector,dev_march,development,2025-03-20,mean14,2060.98474157037,1550.5062194888894,69155.06826177072,35.58052725809614,43300.17888757115,235.32960728504787,43535.5084948562,2440.0422835390914,1014.3316833333329,20982.861449279248,17455.548443789525,43893.23876211877,1,LP,0.005092200008220971,9.601208716958354e-13,0
rolling_cost_selector,dev_april,development,2025-04-17,blend25,1618.0719069862432,1945.3748361206358,60586.32635317931,0.0,36050.00829937457,0.0,36050.00829937457,1817.9663978459798,1838.5459606502077,19825.784255064074,15764.31261038095,35829.73649653208,0,LP,0.005410500016296282,9.094947017729282e-13,0
rolling_cost_selector,dev_april,development,2025-04-18,blend25,1945.3748361206358,2146.0427089597865,26954.930240705464,0.0,10724.361873939952,0.0,10724.361873939952,432.5333284761913,17494.274828962964,13123.17797040917,10449.173070476192,10623.329989575157,0,MILP,0.09466709999833256,2.2168933355715126e-12,0
rolling_cost_selector,dev_april,development,2025-04-19,blend25,2146.0427089597865,2102.49358338201,26817.021450395066,0.0,10644.189084501631,0.0,10644.189084501631,502.6140351428577,17138.474211944736,12791.83245435509,10400.578501047616,10666.058529947872,0,MILP,0.109805599990068,5.6009715384182826e-11,0
rolling_cost_selector,dev_april,development,2025-04-20,blend25,2102.49358338201,1969.5795107566153,59747.4441886408,0.0,35468.157287796974,0.0,35468.157287796974,1743.3974853838972,2416.319024331574,19734.765583972956,16104.782788380951,35557.32867455099,0,LP,0.005556500022066757,9.094947017729282e-13,0
rolling_cost_selector,dev_april,development,2025-04-21,blend25,1969.5795107566153,1477.9647709417982,59458.541821912986,0.0,34940.07520958618,0.0,34940.07520958618,3317.4571457248744,4615.290849020582,18164.93005088182,15156.046607047618,35264.814705822195,0,LP,0.005820300022605807,9.094947017729282e-13,0
rolling_cost_selector,dev_april,development,2025-04-22,blend25,1477.9647709417982,1705.933222255025,59595.06151332435,0.0,35587.88832380564,0.0,35587.88832380564,1503.4590126843025,1981.7911237107633,19745.844495161662,15788.962434899046,35433.81299637995,0,LP,0.005829099973198026,7.958078640513122e-13,0
rolling_cost_selector,dev_april,development,2025-04-23,blend25,1705.933222255025,1854.0215778994727,59751.19244037645,0.0,36245.22166386732,0.0,36245.22166386732,2373.3974024820714,2241.4925561516766,18963.71707892651,15227.331313850475,36145.54024480548,0,LP,0.005132200021762401,1.0231815394945443e-12,0
rolling_cost_selector,dev_april,development,2025-04-24,blend25,1854.0215778994727,1815.1178250148155,58711.45627694014,0.0,35094.84546905111,0.0,35094.84546905111,2990.1857373933017,5079.289932438572,18878.3541300235,15326.480222915234,35120.62178271083,0,LP,0.00520489999325946,9.094947017729282e-13,0
rolling_cost_selector,dev_april,development,2025-04-25,blend25,1815.1178250148155,1757.9912371132332,26130.68592015638,0.0,9948.736726083931,0.0,9948.736726083931,277.03426780952486,21542.201724992356,12434.243191925925,10123.150914571426,9976.53580910507,0,MILP,0.11646019999170676,1.1118572729174048e-10,0
